# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=279 anchor_m=7 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,大钢弩,三花,燃烧响炮
  17. RR=172 anchor_m=172 Swiss=10 | 标枪,枪套,打火机,小冰镐,绵鳚,加速烙刀,燃烧子弹,燃烧响炮
  18. RR=171 anchor_m=171 Swiss=10 | 标枪,小冰镐,绵鳚,加速烙刀,燃烧响炮,理查森先生,打火机,烈酒杯
  19. RR=171 anchor_m=171 Swiss=10 | 枪套,燃烧响炮,手斧,珊瑚,标枪,小冰镐,绵鳚,加速烙刀
  20. RR=167 anchor_m=167 Swiss=10 | 标枪,小冰镐,绵鳚,加速烙刀,打火机,烈酒杯,大钢弩

[GDF] seeds: 橘利安
[GDF] size=10 top 20
  1. RR=287 anchor_m=1 Swiss=11 | 绵鳚,燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀,橘利安
  2. RR=259 anchor_m=3 Swiss=10 | 燃烧响炮,枪套,加速烙刀,绵鳚,潜水配重,水母,打火机,橘利安
  3. RR=245 anchor_m=4 Swiss=11 | 燃烧响炮,拍立蚌,燃烧子弹,打火机,篝火,加速烙刀,橘利安
  4. RR=241 anchor_m=7 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀,橘利安,珊瑚
  5. RR=236 anchor_m=10 Swiss=11 | 燃烧响炮,篝火,枪套,加速烙刀,绵鳚,打火机,橘利安
  6. RR=234 anchor_m=0 Swiss=10 | 燃烧响炮,枪套,加速烙刀,绵鳚,潜水配重,飞鱼,打火机,橘利安
  7. RR=226 anchor_m=-3 Swiss=10 | 燃烧响炮,加速烙刀,绵鳚,潜水配重,燃烧子弹,打火机,枪套,橘利安
  8. RR=209 anchor_m=18 Swiss=10 | 燃烧响炮,枪套,加速烙刀,绵鳚,潜水配重,珊瑚,打火机,橘利安
  9. RR=217 anchor_m=-2 Swiss=10 | 流星索,燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀,橘利安
  10. RR=214 anchor_m=-7 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀,枪套,橘利安
  11. RR=197 anchor_m=23 Swiss=10 | 珊瑚,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,橘利安
  12. RR=203 anchor_m=10 Swiss=9 | 藏刃匕首,燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀,橘利安
  13. RR=203 anchor_m=2 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀,消音器,橘利安
  14. RR=193 anchor_m=-2 Swiss=11 | 燃烧响炮,枪套,加速烙刀,绵鳚,潜水配重,盐钳海盗,打火机,橘利安
  15. RR=188 anchor_m=6 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀,橘利安,蔻森娜纹章
  16. RR=188 anchor_m=0 Swiss=9 | 燃烧响炮,烈酒杯,加速烙刀,篝火,绵鳚,打火机,橘利安
  17. RR=185 anchor_m=4 Swiss=10 | 燃烧响炮,珊瑚,打火机,篝火,绵鳚,加速烙刀,橘利安
  18. RR=179 anchor_m=8 Swiss=10 | 燃烧响炮,枪套,加速烙刀,绵鳚,潜水配重,理查森先生,打火机,橘利安
  19. RR=165 anchor_m=28 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀,迷幻蝠鲼,橘利安
  20. RR=185 anchor_m=-14 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珊瑚,橘利安

[GDF] seeds: 步枪
[GDF] size=10 top 20
  1. RR=248 anchor_m=248 Swiss=11 | 流星索,填弹杆,步枪,水车,套娃,小冰镐
  2. RR=226 anchor_m=226 Swiss=10 | 流星索,填弹杆,步枪,套娃,水车,淬锋钢
  3. RR=219 anchor_m=219 Swiss=10 | 流星索,填弹杆,步枪,水车,淬锋钢,拍立蚌
  4. RR=217 anchor_m=216 Swiss=10 | 流星索,填弹杆,步枪,水车,淬锋钢,小冰镐
  5. RR=215 anchor_m=215 Swiss=11 | 流星索,填弹杆,步枪,水车,小冰镐,珊瑚
  6. RR=205 anchor_m=205 Swiss=11 | 拍立蚌,流星索,填弹杆,步枪,水车,小冰镐
  7. RR=202 anchor_m=202 Swiss=10 | 流星索,填弹杆,步枪,水车,淬锋钢,珊瑚
  8. RR=202 anchor_m=202 Swiss=10 | 流星索,填弹杆,步枪,潜水配重,水车,小冰镐
  9. RR=190 anchor_m=190 Swiss=10 | 抓钩,流星索,填弹杆,步枪,水车,小冰镐
  10. RR=189 anchor_m=189 Swiss=10 | 葡萄弹,流星索,填弹杆,步枪,水车,小冰镐
  11. RR=189 anchor_m=189 Swiss=10 | 流星索,填弹杆,步枪,水车,小冰镐,十手
  12. RR=186 anchor_m=186 Swiss=10 | 码头缆索,填弹杆,步枪,水车,淬锋钢
  13. RR=186 anchor_m=186 Swiss=11 | 迷幻蝠鲼,流星索,填弹杆,步枪,水车,小冰镐
  14. RR=186 anchor_m=186 Swiss=10 | 小冰镐,手雷,填弹杆,步枪,水车,淬锋钢
  15. RR=186 anchor_m=186 Swiss=10 | 小冰镐,套娃,水车,填弹杆,步枪,淬锋钢
  16. RR=176 anchor_m=176 Swiss=10 | 流星索,填弹杆,步枪,水车,打火机,小冰镐
  17. RR=172 anchor_m=172 Swiss=10 | 流星索,填弹杆,步枪,水车,左轮手枪,小冰镐
  18. RR=171 anchor_m=171 Swiss=11 | 流星索,填弹杆,步枪,水车,小冰镐,绵鳚
  19. RR=167 anchor_m=167 Swiss=11 | 飞镖发射器,流星索,填弹杆,步枪,水车,小冰镐
  20. RR=164 anchor_m=164 Swiss=10 | 步枪,填弹杆,流星索,小冰镐,水车,藏刃匕首

[GDF] seeds: 武士刀
[GDF] size=10 top 20
  1. RR=237 anchor_m=237 Swiss=11 | 小冰镐,弹簧刀,武士刀,水车,淬锋钢,码头缆索
  2. RR=230 anchor_m=230 Swiss=11 | 小冰镐,加速烙刀,珊瑚,武士刀,水车,淬锋钢
  3. RR=222 anchor_m=222 Swiss=11 | 武士刀,水车,淬锋钢,盐钳海盗,迷幻蝠鲼,理查森先生,小冰镐
  4. RR=207 anchor_m=207 Swiss=10 | 加速烙刀,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  5. RR=206 anchor_m=206 Swiss=10 | 小冰镐,弹簧刀,武士刀,水车,淬锋钢,迷幻蝠鲼,理查森先生
  6. RR=196 anchor_m=196 Swiss=9 | 武士刀,水车,淬锋钢,毒须鲶,迷幻蝠鲼,理查森先生,小冰镐
  7. RR=195 anchor_m=195 Swiss=10 | 盐钳海盗,迷幻蝠鲼,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  8. RR=191 anchor_m=191 Swiss=10 | 雪怪蟹,毒须鲶,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  9. RR=190 anchor_m=190 Swiss=10 | 拍立蚌,小冰镐,弹簧刀,武士刀,水车,淬锋钢,珊瑚
  10. RR=190 anchor_m=190 Swiss=10 | 武士刀,水车,淬锋钢,理查森先生,迷幻蝠鲼,毒须鲶,水草
  11. RR=188 anchor_m=188 Swiss=11 | 雪怪蟹,珊瑚,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  12. RR=184 anchor_m=184 Swiss=10 | 迷幻蝠鲼,雪怪蟹,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  13. RR=181 anchor_m=181 Swiss=11 | 武士刀,水车,淬锋钢,雪怪蟹,迷幻蝠鲼,理查森先生,小冰镐
  14. RR=180 anchor_m=180 Swiss=10 | 武士刀,水车,淬锋钢,小冰镐,码头缆索,十手
  15. RR=180 anchor_m=180 Swiss=10 | 珊瑚,小冰镐,盐钳海盗,弹簧刀,武士刀,水车,淬锋钢
  16. RR=179 anchor_m=179 Swiss=10 | 珊瑚,武士刀,水车,淬锋钢,理查森先生,迷幻蝠鲼,毒须鲶
  17. RR=178 anchor_m=178 Swiss=10 | 雪怪蟹,毒须鲶,武士刀,水车,淬锋钢,珊瑚,小冰镐
  18. RR=174 anchor_m=174 Swiss=10 | 十手,拍立蚌,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  19. RR=173 anchor_m=173 Swiss=10 | 珊瑚,小冰镐,十手,弹簧刀,武士刀,水车,淬锋钢
  20. RR=170 anchor_m=170 Swiss=10 | 拍立蚌,小冰镐,弹簧刀,武士刀,水车,淬锋钢,理查森先生

[GDF] seeds: 毒须鲶
[GDF] size=10 top 20
  1. RR=284 anchor_m=284 Swiss=10 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩,枪套
  2. RR=274 anchor_m=274 Swiss=10 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,珊瑚,燃烧响炮,大钢弩
  3. RR=246 anchor_m=246 Swiss=9 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,加速烙刀,大钢弩
  4. RR=240 anchor_m=240 Swiss=10 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩,手雷
  5. RR=243 anchor_m=224 Swiss=10 | 篝火,毒须鲶,鹦鹉皮特,绵鳚,打火机,燃烧子弹,燃烧响炮,大钢弩
  6. RR=229 anchor_m=229 Swiss=9 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩,龙涎香
  7. RR=231 anchor_m=209 Swiss=10 | 理查森先生,篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩
  8. RR=222 anchor_m=222 Swiss=9 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,靴里剑,大钢弩
  9. RR=216 anchor_m=216 Swiss=9 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩,手斧
  10. RR=283 anchor_m=77 Swiss=10 | 篝火,毒须鲶,拍立蚌,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩
  11. RR=258 anchor_m=97 Swiss=10 | 小冰镐,篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩
  12. RR=201 anchor_m=201 Swiss=9 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩,珍珠
  13. RR=200 anchor_m=200 Swiss=9 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,海螺壳,大钢弩
  14. RR=198 anchor_m=198 Swiss=9 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩,水草
  15. RR=250 anchor_m=88 Swiss=10 | 篝火,毒须鲶,流星索,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩
  16. RR=196 anchor_m=196 Swiss=9 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,烈酒杯,大钢弩
  17. RR=186 anchor_m=186 Swiss=9 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩,十手
  18. RR=268 anchor_m=-10 Swiss=10 | 篝火,毒须鲶,套娃,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩
  19. RR=193 anchor_m=134 Swiss=9 | 篝火,毒须鲶,珊瑚,打火机,燃烧子弹,燃烧响炮,绵鳚,加速烙刀
  20. RR=175 anchor_m=166 Swiss=9 | 篝火,毒须鲶,水母,燃烧子弹,打火机,绵鳚,燃烧响炮,大钢弩

[GDF] seeds: 水母
[GDF] size=10 top 20
  1. RR=210 anchor_m=132 Swiss=11 | 皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,珍珠
  2. RR=202 anchor_m=124 Swiss=11 | 皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚,拍立蚌
  3. RR=183 anchor_m=135 Swiss=10 | 珊瑚,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,海螺壳
  4. RR=186 anchor_m=125 Swiss=10 | 皮皮虾,迷幻蝠鲼,独角鲸,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌
  5. RR=179 anchor_m=119 Swiss=10 | 拍立蚌,潜水配重,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  6. RR=172 anchor_m=121 Swiss=10 | 拍立蚌,鱼饵,海螺壳,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  7. RR=170 anchor_m=121 Swiss=10 | 珍珠,水草,拍立蚌,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  8. RR=181 anchor_m=99 Swiss=11 | 龙涎香,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌
  9. RR=181 anchor_m=98 Swiss=10 | 皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,流星索
  10. RR=166 anchor_m=127 Swiss=10 | 珊瑚,潜水配重,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,鱼饵
  11. RR=174 anchor_m=103 Swiss=10 | 鱼饵,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  12. RR=162 anchor_m=127 Swiss=10 | 潜水配重,珍珠,拍立蚌,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  13. RR=171 anchor_m=105 Swiss=10 | 吸血章鱼,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌
  14. RR=164 anchor_m=119 Swiss=9 | 皮皮虾,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,海螺壳
  15. RR=176 anchor_m=92 Swiss=11 | 皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,食人鱼,拍立蚌
  16. RR=160 anchor_m=117 Swiss=10 | 码头缆索,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  17. RR=163 anchor_m=111 Swiss=10 | 珊瑚,拍立蚌,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草
  18. RR=176 anchor_m=83 Swiss=11 | 拍立蚌,理查森先生,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  19. RR=164 anchor_m=105 Swiss=10 | 水草,潜水配重,拍立蚌,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  20. RR=156 anchor_m=112 Swiss=10 | 潜水配重,拍立蚌,飞鱼,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐

[GDF] seeds: 水草
[GDF] size=10 top 20
  1. RR=249 anchor_m=120 Swiss=10 | 大钢弩,水草,潜水配重,绵鳚,加速烙刀,打火机,枪套,燃烧响炮
  2. RR=241 anchor_m=80 Swiss=11 | 水草,水母,潜水配重,绵鳚,加速烙刀,大钢弩,枪套,燃烧响炮
  3. RR=196 anchor_m=163 Swiss=9 | 水草,拍立蚌,海螺壳,珍珠,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  4. RR=195 anchor_m=154 Swiss=10 | 珊瑚,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,海螺壳,水草,小冰镐
  5. RR=202 anchor_m=134 Swiss=10 | 拍立蚌,水草,潜水配重,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  6. RR=215 anchor_m=106 Swiss=10 | 藏刃匕首,水草,潜水配重,绵鳚,加速烙刀,枪套,燃烧响炮,大钢弩
  7. RR=193 anchor_m=148 Swiss=11 | 水草,潜水配重,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,鱼饵,珊瑚
  8. RR=192 anchor_m=142 Swiss=11 | 海螺壳,潜水配重,水草,珊瑚,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  9. RR=194 anchor_m=138 Swiss=9 | 海螺壳,水草,珊瑚,拍立蚌,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  10. RR=214 anchor_m=81 Swiss=11 | 枪套,水草,大钢弩,燃烧响炮,燃烧子弹,潜水配重,绵鳚,加速烙刀
  11. RR=179 anchor_m=136 Swiss=10 | 水草,龙涎香,潜水配重,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  12. RR=178 anchor_m=134 Swiss=9 | 珍珠,水草,潜水配重,拍立蚌,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  13. RR=165 anchor_m=141 Swiss=10 | 绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,拍立蚌,海螺壳,水草,小冰镐
  14. RR=164 anchor_m=139 Swiss=10 | 水草,珊瑚,珍珠,毒须鲶,潜水配重,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  15. RR=174 anchor_m=116 Swiss=10 | 水草,海螺壳,珊瑚,鱼饵,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  16. RR=167 anchor_m=130 Swiss=10 | 水草,潜水配重,毒须鲶,迷幻蝠鲼,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  17. RR=161 anchor_m=137 Swiss=10 | 海螺壳,飞鱼,水草,珊瑚,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  18. RR=166 anchor_m=125 Swiss=10 | 珍珠,鱼饵,水草,潜水配重,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  19. RR=158 anchor_m=131 Swiss=10 | 珊瑚,小冰镐,水草,潜水配重,水车,拍立蚌,加速烙刀
  20. RR=154 anchor_m=135 Swiss=10 | 绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,海螺壳,水草,珍珠,小冰镐

[GDF] seeds: 水车
[GDF] size=10 top 20
  1. RR=280 anchor_m=280 Swiss=11 | 六分仪,牌桌,潜水配重,吸血章鱼,水车,淬锋钢
  2. RR=238 anchor_m=237 Swiss=11 | 水草,毒须鲶,雪怪蟹,元素深水炸弹,潜水配重,水车,小冰镐
  3. RR=225 anchor_m=225 Swiss=10 | 水草,毒须鲶,潜水配重,水车,拍立蚌,小冰镐,加速烙刀
  4. RR=214 anchor_m=214 Swiss=11 | 六分仪,烈酒杯,牌桌,吸血章鱼,水车,淬锋钢
  5. RR=204 anchor_m=204 Swiss=10 | 毒须鲶,拍立蚌,水车,潜水配重,珊瑚,小冰镐,加速烙刀
  6. RR=198 anchor_m=198 Swiss=10 | 毒须鲶,潜水配重,水车,拍立蚌,小冰镐,加速烙刀,理查森先生
  7. RR=195 anchor_m=195 Swiss=9 | 藏刃匕首,理查森先生,潜水配重,水车,拍立蚌,小冰镐,加速烙刀
  8. RR=194 anchor_m=194 Swiss=10 | 藏刃匕首,套娃,水车,打火机,小冰镐,加速烙刀,枪套
  9. RR=188 anchor_m=188 Swiss=11 | 毒须鲶,拍立蚌,水车,潜水配重,水草,加速烙刀,珊瑚
  10. RR=185 anchor_m=185 Swiss=10 | 六分仪,牌桌,吸血章鱼,水车,淬锋钢,枪套
  11. RR=181 anchor_m=181 Swiss=10 | 加速烙刀,绵鳚,小冰镐,枪套,燃烧响炮,水车,淬锋钢
  12. RR=181 anchor_m=181 Swiss=10 | 毒须鲶,理查森先生,拍立蚌,水车,潜水配重,珊瑚,加速烙刀
  13. RR=179 anchor_m=179 Swiss=10 | 六分仪,牌桌,拍立蚌,吸血章鱼,水车,淬锋钢
  14. RR=179 anchor_m=179 Swiss=10 | 毒须鲶,拍立蚌,水车,潜水配重,理查森先生,水草,加速烙刀
  15. RR=178 anchor_m=178 Swiss=10 | 加速烙刀,绵鳚,小冰镐,烈酒杯,燃烧响炮,水车,淬锋钢
  16. RR=175 anchor_m=175 Swiss=10 | 毒须鲶,雪怪蟹,潜水配重,水车,拍立蚌,小冰镐,加速烙刀
  17. RR=175 anchor_m=175 Swiss=10 | 藏刃匕首,潜水配重,水车,拍立蚌,珊瑚,小冰镐,加速烙刀
  18. RR=175 anchor_m=175 Swiss=10 | 藏刃匕首,盐钳海盗,潜水配重,水车,拍立蚌,小冰镐,加速烙刀
  19. RR=175 anchor_m=175 Swiss=9 | 加速烙刀,绵鳚,小冰镐,套娃,水车,淬锋钢,枪套
  20. RR=174 anchor_m=174 Swiss=10 | 小冰镐,珊瑚,潜水配重,套娃,水车,淬锋钢,加速烙刀

[GDF] seeds: 沙滩充气球
[GDF] size=10 top 20
  1. RR=240 anchor_m=233 Swiss=11 | 六分仪,牌桌,沙滩充气球,潜水配重,吸血章鱼,枪套,淬锋钢
  2. RR=226 anchor_m=217 Swiss=11 | 牌桌,六分仪,烈酒杯,沙滩充气球,潜水配重,吸血章鱼,淬锋钢
  3. RR=205 anchor_m=203 Swiss=11 | 六分仪,淬锋钢,牌桌,沙滩充气球,潜水配重,集成式HUD,吸血章鱼
  4. RR=203 anchor_m=201 Swiss=10 | 牌桌,六分仪,烈酒杯,沙滩充气球,潜水配重,吸血章鱼,消音器
  5. RR=199 anchor_m=195 Swiss=10 | 牌桌,六分仪,烈酒杯,沙滩充气球,潜水配重,吸血章鱼,枪套
  6. RR=206 anchor_m=152 Swiss=11 | 小冰镐,绵鳚,毒须鲶,雪怪蟹,元素深水炸弹,潜水配重,珊瑚,沙滩充气球
  7. RR=191 anchor_m=162 Swiss=11 | 牌桌,星盘,六分仪,沙滩充气球,潜水配重,吸血章鱼
  8. RR=179 anchor_m=178 Swiss=10 | 烈酒杯,六分仪,潜水配重,牌桌,沙滩充气球,定制准镜,吸血章鱼
  9. RR=174 anchor_m=171 Swiss=10 | 牌桌,六分仪,烈酒杯,沙滩充气球,潜水配重,集成式HUD,吸血章鱼
  10. RR=188 anchor_m=136 Swiss=11 | 小冰镐,绵鳚,毒须鲶,雪怪蟹,元素深水炸弹,潜水配重,海螺壳,沙滩充气球
  11. RR=169 anchor_m=167 Swiss=10 | 六分仪,淬锋钢,牌桌,沙滩充气球,潜水配重,吸血章鱼,火药角
  12. RR=183 anchor_m=139 Swiss=11 | 小冰镐,绵鳚,毒须鲶,雪怪蟹,元素深水炸弹,水草,潜水配重,沙滩充气球
  13. RR=176 anchor_m=139 Swiss=10 | 小冰镐,绵鳚,毒须鲶,雪怪蟹,元素深水炸弹,拍立蚌,水草,沙滩充气球
  14. RR=163 anchor_m=160 Swiss=10 | 牌桌,六分仪,沙滩充气球,蔻森娜纹章,潜水配重,吸血章鱼,淬锋钢
  15. RR=172 anchor_m=126 Swiss=10 | 小冰镐,绵鳚,毒须鲶,雪怪蟹,元素深水炸弹,沙滩充气球,潜水配重,理查森先生
  16. RR=171 anchor_m=127 Swiss=10 | 拍立蚌,小冰镐,绵鳚,毒须鲶,雪怪蟹,元素深水炸弹,沙滩充气球,珊瑚
  17. RR=171 anchor_m=123 Swiss=9 | 绵鳚,小冰镐,拍立蚌,毒须鲶,雪怪蟹,元素深水炸弹,潜水配重,沙滩充气球
  18. RR=153 anchor_m=147 Swiss=9 | 牌桌,枪套,六分仪,沙滩充气球,潜水配重,吸血章鱼,消音器
  19. RR=154 anchor_m=140 Swiss=10 | 六分仪,大钢弩,沙滩充气球,迷幻蝠鲼,吸血章鱼,火药角,烈酒杯
  20. RR=157 anchor_m=129 Swiss=10 | 小冰镐,绵鳚,毒须鲶,雪怪蟹,元素深水炸弹,吸血章鱼,潜水配重,沙滩充气球

[GDF] seeds: 河豚
[GDF] size=10 top 20
  1. RR=268 anchor_m=173 Swiss=11 | 枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,打火机,河豚
  2. RR=252 anchor_m=252 Swiss=10 | 枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚,燃烧子弹
  3. RR=240 anchor_m=239 Swiss=11 | 枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,珍珠,水母,河豚
  4. RR=247 anchor_m=200 Swiss=11 | 枪套,燃烧响炮,藏刃匕首,加速烙刀,绵鳚,潜水配重,水母,河豚
  5. RR=219 anchor_m=212 Swiss=10 | 小冰镐,珊瑚,河豚,雪怪蟹,元素深水炸弹,绵鳚,潜水配重,水草
  6. RR=216 anchor_m=205 Swiss=10 | 烈酒杯,大钢弩,鳐鲨,潜水配重,水母,飞鱼,河豚
  7. RR=205 anchor_m=195 Swiss=10 | 枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,飞鱼,水母,河豚
  8. RR=201 anchor_m=191 Swiss=11 | 枪套,盐钳海盗,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚
  9. RR=207 anchor_m=174 Swiss=10 | 小冰镐,枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚
  10. RR=184 anchor_m=182 Swiss=10 | 小冰镐,河豚,雪怪蟹,元素深水炸弹,绵鳚,潜水配重,飞鱼,水草
  11. RR=189 anchor_m=162 Swiss=10 | 流星索,枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚
  12. RR=185 anchor_m=168 Swiss=10 | 鳐鲨,大钢弩,独角鲸,水母,潜水配重,飞鱼,河豚
  13. RR=172 anchor_m=172 Swiss=10 | 小冰镐,枪套,河豚,雪怪蟹,元素深水炸弹,绵鳚,潜水配重,水草
  14. RR=172 anchor_m=167 Swiss=10 | 小冰镐,迷幻蝠鲼,河豚,雪怪蟹,元素深水炸弹,绵鳚,潜水配重,水草
  15. RR=169 anchor_m=168 Swiss=10 | 珊瑚,燃烧响炮,烈酒杯,加速烙刀,绵鳚,潜水配重,水母,河豚
  16. RR=169 anchor_m=163 Swiss=10 | 大钢弩,枪套,鳐鲨,潜水配重,水母,飞鱼,河豚
  17. RR=173 anchor_m=155 Swiss=10 | 枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚,葡萄弹
  18. RR=164 anchor_m=164 Swiss=11 | 鳐鲨,珊瑚,水母,潜水配重,飞鱼,河豚,大钢弩
  19. RR=161 anchor_m=160 Swiss=9 | 枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,独角鲸,水母,河豚
  20. RR=168 anchor_m=145 Swiss=11 | 燃烧响炮,打火机,烈酒杯,加速烙刀,绵鳚,潜水配重,水母,河豚

[GDF] seeds: 流星索
[GDF] size=10 top 20
  1. RR=211 anchor_m=164 Swiss=11 | 燃烧响炮,珊瑚,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹,流星索,小冰镐
  2. RR=210 anchor_m=158 Swiss=11 | 珊瑚,潜水配重,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹,流星索,小冰镐
  3. RR=200 anchor_m=176 Swiss=11 | 篝火,风暴瓶,雪怪蟹,毒须鲶,绵鳚,小冰镐,燃烧响炮,流星索
  4. RR=195 anchor_m=180 Swiss=10 | 龙涎香,燃烧响炮,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹,流星索,小冰镐
  5. RR=194 anchor_m=177 Swiss=10 | 燃烧响炮,打火机,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹,流星索,小冰镐
  6. RR=190 anchor_m=165 Swiss=10 | 元素深水炸弹,绵鳚,风暴瓶,雪怪蟹,流星索,珊瑚,海螺壳,小冰镐
  7. RR=184 anchor_m=173 Swiss=10 | 元素深水炸弹,绵鳚,风暴瓶,雪怪蟹,理查森先生,流星索,小冰镐,珊瑚
  8. RR=188 anchor_m=164 Swiss=10 | 珊瑚,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹,毒须鲶,流星索,小冰镐
