# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=276 anchor_m=5 Swiss=11 | 篝火,打火机,燃烧子弹,三花,燃烧响炮,绵鳚,珊瑚,大钢弩
  9. RR=220 anchor_m=50 Swiss=10 | 水草,潜水配重,水车,淬锋钢,珊瑚,星图,小冰镐
  10. RR=169 anchor_m=144 Swiss=10 | 盐钳海盗,大钢弩,绵鳚,燃烧响炮,星图,打火机,篝火
  11. RR=172 anchor_m=138 Swiss=10 | 葡萄弹,大钢弩,绵鳚,燃烧响炮,星图,打火机,篝火
  12. RR=192 anchor_m=87 Swiss=10 | 大钢弩,燃烧响炮,星图,打火机,标枪,篝火
  13. RR=203 anchor_m=58 Swiss=10 | 淬锋钢,燃烧子弹,燃烧响炮,星图,打火机,绵鳚,珊瑚护甲,珊瑚
  14. RR=171 anchor_m=121 Swiss=10 | 蔻森娜纹章,大钢弩,绵鳚,燃烧响炮,星图,打火机,篝火
  15. RR=201 anchor_m=60 Swiss=11 | 救生圈,淬锋钢,燃烧子弹,燃烧响炮,星图,打火机,绵鳚,珊瑚
  16. RR=157 anchor_m=133 Swiss=10 | 淬锋钢,燃烧响炮,湿件战服,珊瑚,星图,小冰镐,消音器,套娃
  17. RR=168 anchor_m=104 Swiss=10 | 淬锋钢,燃烧响炮,湿件战服,珊瑚,藏刃匕首,星图,小冰镐,消音器
  18. RR=184 anchor_m=71 Swiss=11 | 大钢弩,拍立蚌,绵鳚,燃烧响炮,星图,打火机,篝火
  19. RR=155 anchor_m=126 Swiss=10 | 淬锋钢,燃烧响炮,湿件战服,珊瑚,拍立蚌,星图,小冰镐,消音器
  20. RR=161 anchor_m=108 Swiss=11 | 淬锋钢,燃烧响炮,湿件战服,珊瑚,吸血章鱼,星图,小冰镐,消音器

[GDF] seeds: 星盘
[GDF] size=10 top 20
  1. RR=224 anchor_m=215 Swiss=10 | 拍立蚌,大钢弩,燃烧响炮,绵鳚,加速烙刀,烈酒杯,星盘
  2. RR=208 anchor_m=202 Swiss=11 | 燃烧响炮,潜水配重,绵鳚,加速烙刀,大钢弩,星盘,打火机
  3. RR=221 anchor_m=163 Swiss=11 | 大钢弩,燃烧响炮,绵鳚,潜水配重,加速烙刀,烈酒杯,星盘
  4. RR=205 anchor_m=194 Swiss=10 | 燃烧响炮,加速烙刀,火药角,烈酒杯,拍立蚌,大钢弩,星盘
  5. RR=207 anchor_m=165 Swiss=11 | 燃烧响炮,篝火,加速烙刀,星盘,大钢弩,打火机
  6. RR=192 anchor_m=190 Swiss=11 | 大钢弩,燃烧响炮,绵鳚,加速烙刀,烈酒杯,星盘,套娃
  7. RR=193 anchor_m=183 Swiss=10 | 大钢弩,燃烧响炮,绵鳚,加速烙刀,小冰镐,烈酒杯,星盘
  8. RR=193 anchor_m=169 Swiss=11 | 大钢弩,燃烧响炮,绵鳚,加速烙刀,流星索,烈酒杯,星盘
  9. RR=198 anchor_m=139 Swiss=10 | 燃烧响炮,枪套,加速烙刀,火药角,烈酒杯,大钢弩,星盘
  10. RR=189 anchor_m=150 Swiss=10 | 大钢弩,燃烧响炮,绵鳚,加速烙刀,烈酒杯,星盘,打火机
  11. RR=176 anchor_m=175 Swiss=11 | 燃烧响炮,大钢弩,绵鳚,加速烙刀,星盘,打火机,枪套
  12. RR=186 anchor_m=153 Swiss=10 | 大钢弩,燃烧响炮,藏刃匕首,绵鳚,加速烙刀,烈酒杯,星盘
  13. RR=180 anchor_m=145 Swiss=10 | 藏刃匕首,燃烧响炮,加速烙刀,火药角,烈酒杯,大钢弩,星盘
  14. RR=182 anchor_m=138 Swiss=10 | 燃烧响炮,加速烙刀,绵鳚,火药角,烈酒杯,大钢弩,星盘
  15. RR=164 anchor_m=160 Swiss=9 | 燃烧响炮,加速烙刀,火药角,烈酒杯,大钢弩,星盘,套娃
  16. RR=164 anchor_m=156 Swiss=10 | 燃烧响炮,加速烙刀,火药角,烈酒杯,大钢弩,珊瑚,星盘
  17. RR=161 anchor_m=159 Swiss=10 | 大钢弩,燃烧响炮,绵鳚,加速烙刀,雪怪蟹,烈酒杯,星盘
  18. RR=161 anchor_m=152 Swiss=10 | 大钢弩,燃烧响炮,绵鳚,加速烙刀,十手,烈酒杯,星盘
  19. RR=159 anchor_m=155 Swiss=10 | 大钢弩,燃烧响炮,绵鳚,加速烙刀,烈酒杯,星盘,燃烧子弹
  20. RR=158 anchor_m=154 Swiss=11 | 大钢弩,燃烧响炮,绵鳚,加速烙刀,烈酒杯,珍珠,星盘

[GDF] seeds: 木桶
[GDF] size=10 top 20
  1. RR=294 anchor_m=27 Swiss=11 | 小冰镐,淬锋钢,木桶,马龙鱼,湿件战服,深潜器
  2. RR=273 anchor_m=94 Swiss=11 | 淬锋钢,珍珠,木桶,马龙鱼,湿件战服,深潜器
  3. RR=274 anchor_m=86 Swiss=11 | 淬锋钢,木桶,马龙鱼,湿件战服,珊瑚,深潜器
  4. RR=278 anchor_m=60 Swiss=11 | 淬锋钢,木桶,马龙鱼,十手,湿件战服,深潜器
  5. RR=246 anchor_m=100 Swiss=10 | 淬锋钢,木桶,马龙鱼,湿件战服,吸血章鱼,深潜器
  6. RR=237 anchor_m=112 Swiss=10 | 淬锋钢,木桶,马龙鱼,潜水配重,湿件战服,深潜器
  7. RR=255 anchor_m=65 Swiss=10 | 淬锋钢,木桶,拍立蚌,马龙鱼,湿件战服,深潜器
  8. RR=234 anchor_m=94 Swiss=10 | 淬锋钢,木桶,马龙鱼,弹簧刀,湿件战服,深潜器
  9. RR=240 anchor_m=74 Swiss=10 | 舱底蠕虫,淬锋钢,木桶,马龙鱼,湿件战服,深潜器
  10. RR=230 anchor_m=89 Swiss=10 | 淬锋钢,木桶,马龙鱼,消音器,湿件战服,深潜器
  11. RR=225 anchor_m=95 Swiss=11 | 淬锋钢,木桶,燃烧响炮,马龙鱼,湿件战服,深潜器
  12. RR=219 anchor_m=94 Swiss=11 | 淬锋钢,木桶,马龙鱼,海螺壳,湿件战服,深潜器
  13. RR=222 anchor_m=86 Swiss=10 | 淬锋钢,木桶,马龙鱼,湿件战服,深潜器,水草
  14. RR=221 anchor_m=84 Swiss=10 | 淬锋钢,木桶,马龙鱼,湿件战服,迷幻蝠鲼,深潜器
  15. RR=219 anchor_m=86 Swiss=10 | 淬锋钢,鱼饵,木桶,马龙鱼,湿件战服,深潜器
  16. RR=219 anchor_m=82 Swiss=10 | 淬锋钢,木桶,马龙鱼,湿件战服,龙涎香,深潜器
  17. RR=208 anchor_m=95 Swiss=10 | 蔻森娜纹章,淬锋钢,木桶,马龙鱼,湿件战服,深潜器
  18. RR=212 anchor_m=79 Swiss=10 | 淬锋钢,藏刃匕首,木桶,马龙鱼,湿件战服,深潜器
  19. RR=203 anchor_m=84 Swiss=10 | 淬锋钢,木桶,马龙鱼,湿件战服,水母,深潜器
  20. RR=195 anchor_m=83 Swiss=10 | 淬锋钢,木桶,马龙鱼,湿件战服,深潜器,理查森先生

[GDF] seeds: 枪套
[GDF] size=10 top 20
  1. RR=228 anchor_m=190 Swiss=10 | 打火机,绵鳚,大钢弩,加速烙刀,篝火,燃烧响炮,枪套
  2. RR=217 anchor_m=217 Swiss=11 | 打火机,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套,藏刃匕首
  3. RR=216 anchor_m=215 Swiss=10 | 打火机,拍立蚌,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套
  4. RR=203 anchor_m=203 Swiss=10 | 打火机,盐钳海盗,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套
  5. RR=212 anchor_m=176 Swiss=10 | 珊瑚,打火机,潜水配重,绵鳚,加速烙刀,燃烧响炮,救生圈,枪套
  6. RR=196 anchor_m=196 Swiss=10 | 打火机,水草,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套
  7. RR=200 anchor_m=178 Swiss=11 | 打火机,海螺壳,潜水配重,绵鳚,加速烙刀,燃烧响炮,救生圈,枪套
  8. RR=197 anchor_m=175 Swiss=11 | 小冰镐,绵鳚,打火机,流星索,燃烧响炮,篝火,大钢弩,枪套
  9. RR=190 anchor_m=189 Swiss=11 | 打火机,潜水配重,绵鳚,大钢弩,流星索,加速烙刀,燃烧响炮,枪套
  10. RR=189 anchor_m=189 Swiss=10 | 打火机,小冰镐,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套
  11. RR=191 anchor_m=167 Swiss=10 | 小冰镐,绵鳚,打火机,手雷,燃烧响炮,篝火,大钢弩,枪套
  12. RR=191 anchor_m=166 Swiss=9 | 打火机,水草,潜水配重,绵鳚,加速烙刀,燃烧响炮,救生圈,枪套
  13. RR=191 anchor_m=160 Swiss=11 | 打火机,燃烧子弹,潜水配重,绵鳚,加速烙刀,燃烧响炮,救生圈,枪套
  14. RR=185 anchor_m=172 Swiss=10 | 打火机,潜水配重,绵鳚,加速烙刀,燃烧响炮,枪套,救生圈,理查森先生
  15. RR=177 anchor_m=168 Swiss=10 | 小冰镐,绵鳚,打火机,盐钳海盗,燃烧响炮,篝火,大钢弩,枪套
  16. RR=173 anchor_m=167 Swiss=9 | 打火机,烈酒杯,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套
  17. RR=177 anchor_m=144 Swiss=10 | 救生圈,打火机,绵鳚,加速烙刀,藏刃匕首,燃烧响炮,珊瑚,枪套
  18. RR=166 anchor_m=161 Swiss=10 | 淬锋钢,小冰镐,绵鳚,打火机,燃烧响炮,篝火,大钢弩,枪套
  19. RR=164 anchor_m=164 Swiss=10 | 打火机,潜水配重,绵鳚,大钢弩,加速烙刀,手雷,燃烧响炮,枪套
  20. RR=166 anchor_m=159 Swiss=10 | 打火机,大钢弩,绵鳚,加速烙刀,燃烧响炮,枪套,藏刃匕首,烈酒杯

[GDF] seeds: 标枪
[GDF] size=10 top 20
  1. RR=255 anchor_m=254 Swiss=11 | 燃烧响炮,加速烙刀,绵鳚,大钢弩,小冰镐,标枪,烈酒杯
  2. RR=254 anchor_m=251 Swiss=11 | 烈酒杯,加速烙刀,绵鳚,大钢弩,藏刃匕首,小冰镐,标枪
  3. RR=254 anchor_m=232 Swiss=11 | 打火机,烈酒杯,加速烙刀,绵鳚,大钢弩,燃烧响炮,标枪
  4. RR=211 anchor_m=183 Swiss=10 | 打火机,救生圈,加速烙刀,绵鳚,燃烧响炮,标枪,珊瑚
  5. RR=195 anchor_m=190 Swiss=9 | 打火机,小冰镐,绵鳚,盐钳海盗,燃烧响炮,大钢弩,枪套,标枪
  6. RR=209 anchor_m=130 Swiss=11 | 救生圈,加速烙刀,绵鳚,打火机,燃烧子弹,燃烧响炮,标枪
  7. RR=186 anchor_m=166 Swiss=10 | 燃烧响炮,加速烙刀,绵鳚,小冰镐,烈酒杯,标枪,救生圈
  8. RR=182 anchor_m=171 Swiss=10 | 理查森先生,烈酒杯,救生圈,加速烙刀,绵鳚,小冰镐,标枪
  9. RR=187 anchor_m=160 Swiss=10 | 加速烙刀,绵鳚,小冰镐,珊瑚,救生圈,燃烧响炮,标枪
  10. RR=173 anchor_m=160 Swiss=10 | 打火机,小冰镐,绵鳚,燃烧响炮,大钢弩,枪套,标枪,藏刃匕首
  11. RR=198 anchor_m=107 Swiss=11 | 加速烙刀,绵鳚,小冰镐,潜水配重,珊瑚,救生圈,标枪
  12. RR=163 anchor_m=163 Swiss=10 | 飞鱼,打火机,绵鳚,葡萄弹,燃烧响炮,大钢弩,枪套,标枪
  13. RR=158 anchor_m=158 Swiss=10 | 打火机,小冰镐,加速烙刀,绵鳚,燃烧响炮,大钢弩,标枪
  14. RR=168 anchor_m=131 Swiss=10 | 打火机,小冰镐,绵鳚,潜水配重,燃烧响炮,大钢弩,枪套,标枪
  15. RR=158 anchor_m=148 Swiss=10 | 打火机,小冰镐,绵鳚,燃烧响炮,大钢弩,葡萄弹,枪套,标枪
  16. RR=175 anchor_m=105 Swiss=9 | 珊瑚,潜水配重,毒须鲶,标枪,加速烙刀,绵鳚,救生圈
  17. RR=151 anchor_m=150 Swiss=10 | 打火机,救生圈,靴里剑,加速烙刀,绵鳚,燃烧响炮,标枪
  18. RR=150 anchor_m=144 Swiss=10 | 燃烧响炮,理查森先生,加速烙刀,绵鳚,小冰镐,标枪,救生圈
  19. RR=148 anchor_m=146 Swiss=10 | 打火机,藏刃匕首,绵鳚,燃烧响炮,葡萄弹,大钢弩,枪套,标枪
  20. RR=156 anchor_m=124 Swiss=9 | 加速烙刀,绵鳚,小冰镐,珊瑚,水母,救生圈,标枪

[GDF] seeds: 橘利安
[GDF] size=10 top 20
  1. RR=258 anchor_m=-15 Swiss=11 | 加速烙刀,篝火,打火机,燃烧子弹,拍立蚌,橘利安,燃烧响炮
  2. RR=250 anchor_m=8 Swiss=11 | 加速烙刀,篝火,打火机,燃烧子弹,套娃,橘利安,燃烧响炮
  3. RR=251 anchor_m=1 Swiss=11 | 大钢弩,加速烙刀,篝火,打火机,橘利安,燃烧响炮
  4. RR=234 anchor_m=2 Swiss=11 | 加速烙刀,篝火,打火机,燃烧子弹,流星索,橘利安,燃烧响炮
  5. RR=228 anchor_m=7 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,小冰镐,橘利安,燃烧响炮
  6. RR=232 anchor_m=-3 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,珊瑚,橘利安,燃烧响炮
  7. RR=222 anchor_m=1 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,橘利安,燃烧响炮,拍立蚌
  8. RR=225 anchor_m=-11 Swiss=11 | 流星索,加速烙刀,绵鳚,篝火,打火机,橘利安,燃烧响炮
  9. RR=209 anchor_m=12 Swiss=10 | 流星索,加速烙刀,篝火,枪套,打火机,橘利安,燃烧响炮
  10. RR=215 anchor_m=-4 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,小冰镐,橘利安,燃烧响炮
  11. RR=207 anchor_m=5 Swiss=11 | 加速烙刀,篝火,打火机,燃烧子弹,淬锋钢,橘利安,燃烧响炮
  12. RR=209 anchor_m=0 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,藏刃匕首,橘利安,燃烧响炮
  13. RR=197 anchor_m=24 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,左轮手枪,橘利安,燃烧响炮
  14. RR=197 anchor_m=13 Swiss=10 | 枪套,加速烙刀,篝火,打火机,橘利安,燃烧响炮,绵鳚
  15. RR=179 anchor_m=29 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,迷幻蝠鲼,橘利安,燃烧响炮
  16. RR=195 anchor_m=-9 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,珊瑚,橘利安,燃烧响炮
  17. RR=189 anchor_m=-3 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,珊瑚,橘利安
  18. RR=213 anchor_m=-56 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,橘利安,绵鳚,燃烧响炮
  19. RR=185 anchor_m=-8 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,橘利安,燃烧响炮,藏刃匕首
  20. RR=158 anchor_m=38 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,橘利安,鹦鹉皮特,燃烧响炮

[GDF] seeds: 步枪
[GDF] size=10 top 20
  1. RR=216 anchor_m=216 Swiss=10 | 小冰镐,水车,套娃,流星索,填弹杆,步枪
  2. RR=208 anchor_m=208 Swiss=11 | 流星索,手斧,手雷,填弹杆,步枪,绵鳚,小冰镐,葡萄弹
  3. RR=206 anchor_m=206 Swiss=11 | 流星索,填弹杆,步枪,水车,套娃,珊瑚
  4. RR=201 anchor_m=200 Swiss=10 | 燃烧响炮,流星索,打火机,手雷,填弹杆,步枪,绵鳚,小冰镐
  5. RR=199 anchor_m=199 Swiss=11 | 小冰镐,淬锋钢,水车,套娃,填弹杆,步枪
  6. RR=199 anchor_m=199 Swiss=10 | 流星索,填弹杆,步枪,水车,藏刃匕首,小冰镐
  7. RR=185 anchor_m=185 Swiss=11 | 流星索,填弹杆,步枪,水车,淬锋钢,珊瑚
  8. RR=184 anchor_m=184 Swiss=10 | 珊瑚,小冰镐,水车,套娃,填弹杆,步枪
  9. RR=185 anchor_m=180 Swiss=11 | 鱼雷,小冰镐,手雷,填弹杆,步枪,葡萄弹,流星索
  10. RR=182 anchor_m=182 Swiss=9 | 流星索,手雷,填弹杆,步枪,绵鳚,标枪,葡萄弹
  11. RR=182 anchor_m=182 Swiss=10 | 鱼雷,流星索,手雷,填弹杆,步枪,绵鳚,小冰镐
  12. RR=181 anchor_m=181 Swiss=10 | 小冰镐,水车,套娃,手雷,填弹杆,步枪
  13. RR=179 anchor_m=178 Swiss=10 | 小冰镐,手雷,填弹杆,步枪,水车,葡萄弹
  14. RR=178 anchor_m=178 Swiss=10 | 小冰镐,流星索,填弹杆,步枪,水车,珊瑚
  15. RR=175 anchor_m=175 Swiss=10 | 流星索,手雷,填弹杆,步枪,绵鳚,小冰镐,标枪
  16. RR=168 anchor_m=167 Swiss=10 | 流星索,手雷,填弹杆,步枪,绵鳚,小冰镐,葡萄弹,拍立蚌
  17. RR=166 anchor_m=166 Swiss=10 | 流星索,手雷,填弹杆,步枪,水车,藏刃匕首
  18. RR=163 anchor_m=163 Swiss=11 | 小冰镐,拍立蚌,水车,套娃,填弹杆,步枪
  19. RR=162 anchor_m=162 Swiss=9 | 船首像,流星索,手雷,填弹杆,步枪,绵鳚,小冰镐
  20. RR=159 anchor_m=159 Swiss=10 | 小冰镐,燃烧响炮,水车,套娃,填弹杆,步枪

[GDF] seeds: 武士刀
[GDF] size=10 top 20
  1. RR=259 anchor_m=249 Swiss=11 | 船首像,舱底蠕虫,手斧,手里剑,弹簧刀,武士刀,刺刀,淬锋钢
  2. RR=239 anchor_m=229 Swiss=10 | 船首像,舱底蠕虫,手斧,流星索,弹簧刀,武士刀,刺刀,淬锋钢
  3. RR=228 anchor_m=228 Swiss=11 | 手斧,流星索,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  4. RR=218 anchor_m=208 Swiss=11 | 船首像,舱底蠕虫,手斧,小冰镐,弹簧刀,武士刀,刺刀,淬锋钢
  5. RR=216 anchor_m=206 Swiss=10 | 船首像,舱底蠕虫,手斧,藏刃匕首,弹簧刀,武士刀,刺刀,淬锋钢
  6. RR=209 anchor_m=209 Swiss=11 | 大钢弩,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  7. RR=200 anchor_m=200 Swiss=9 | 盐钳海盗,手斧,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  8. RR=205 anchor_m=184 Swiss=11 | 船首像,舱底蠕虫,手斧,小冰镐,手里剑,弹簧刀,武士刀,淬锋钢
  9. RR=193 anchor_m=193 Swiss=10 | 珊瑚,淬锋钢,水车,武士刀,弹簧刀,小冰镐,理查森先生
  10. RR=188 anchor_m=185 Swiss=10 | 舱底蠕虫,手斧,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  11. RR=186 anchor_m=186 Swiss=11 | 吸血章鱼,手斧,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  12. RR=179 anchor_m=179 Swiss=10 | 雪怪蟹,珊瑚,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  13. RR=179 anchor_m=179 Swiss=10 | 小冰镐,手斧,左轮手枪,弹簧刀,武士刀,水车,淬锋钢
  14. RR=177 anchor_m=177 Swiss=10 | 理查森先生,迷幻蝠鲼,雪怪蟹,武士刀,水车,淬锋钢,小冰镐
  15. RR=176 anchor_m=176 Swiss=10 | 盐钳海盗,珊瑚,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  16. RR=174 anchor_m=174 Swiss=10 | 小冰镐,抓钩,手斧,弹簧刀,武士刀,水车,淬锋钢
  17. RR=171 anchor_m=171 Swiss=9 | 加速烙刀,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  18. RR=170 anchor_m=170 Swiss=10 | 珊瑚,小冰镐,抓钩,弹簧刀,武士刀,水车,淬锋钢
  19. RR=168 anchor_m=168 Swiss=10 | 小冰镐,手斧,弹簧刀,武士刀,水车,淬锋钢,拍立蚌
  20. RR=160 anchor_m=160 Swiss=10 | 理查森先生,拍立蚌,武士刀,水车,淬锋钢,码头缆索

[GDF] seeds: 毒须鲶
[GDF] size=10 top 20
  1. RR=285 anchor_m=153 Swiss=11 | 篝火,毒须鲶,打火机,燃烧子弹,燃烧响炮,绵鳚,珊瑚,救生圈
  2. RR=265 anchor_m=240 Swiss=9 | 篝火,毒须鲶,燃烧子弹,打火机,绵鳚,理查森先生,救生圈,燃烧响炮
  3. RR=262 anchor_m=230 Swiss=10 | 篝火,毒须鲶,大钢弩,救生圈,打火机,绵鳚,燃烧响炮
  4. RR=262 anchor_m=228 Swiss=10 | 篝火,毒须鲶,套娃,燃烧子弹,燃烧响炮,绵鳚,珊瑚,救生圈
  5. RR=250 anchor_m=250 Swiss=9 | 篝火,毒须鲶,枪套,打火机,燃烧子弹,燃烧响炮,绵鳚,大钢弩
  6. RR=239 anchor_m=225 Swiss=9 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,珊瑚,救生圈,枪套
  7. RR=220 anchor_m=196 Swiss=10 | 篝火,毒须鲶,拍立蚌,燃烧子弹,燃烧响炮,绵鳚,珊瑚,救生圈
  8. RR=230 anchor_m=171 Swiss=10 | 篝火,毒须鲶,淬锋钢,燃烧子弹,燃烧响炮,绵鳚,珊瑚,救生圈
  9. RR=214 anchor_m=189 Swiss=9 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,小冰镐,珊瑚,救生圈
  10. RR=272 anchor_m=53 Swiss=10 | 篝火,毒须鲶,套娃,燃烧子弹,燃烧响炮,绵鳚,大钢弩,枪套
  11. RR=199 anchor_m=199 Swiss=9 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,大钢弩,枪套,理查森先生
  12. RR=206 anchor_m=177 Swiss=9 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,珊瑚,手斧,救生圈
  13. RR=197 anchor_m=169 Swiss=10 | 篝火,毒须鲶,珍珠,燃烧子弹,燃烧响炮,绵鳚,珊瑚,救生圈
  14. RR=224 anchor_m=108 Swiss=10 | 篝火,毒须鲶,拍立蚌,燃烧子弹,燃烧响炮,绵鳚,大钢弩,枪套
  15. RR=196 anchor_m=133 Swiss=10 | 小冰镐,篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,大钢弩,枪套
  16. RR=173 anchor_m=173 Swiss=9 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,大钢弩,枪套,手雷
  17. RR=175 anchor_m=157 Swiss=9 | 舱底蠕虫,篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,珊瑚,救生圈
  18. RR=168 anchor_m=155 Swiss=9 | 篝火,毒须鲶,独角鲸,燃烧子弹,燃烧响炮,绵鳚,大钢弩,枪套
  19. RR=164 anchor_m=158 Swiss=9 | 抓钩,篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,大钢弩,枪套
  20. RR=223 anchor_m=34 Swiss=10 | 救生圈,枪套,打火机,绵鳚,加速烙刀,流星索,毒须鲶,燃烧响炮

[GDF] seeds: 水母
[GDF] size=10 top 20
  1. RR=222 anchor_m=171 Swiss=10 | 水草,潜水配重,水母,枪套,大钢弩,绵鳚,加速烙刀,燃烧响炮
  2. RR=202 anchor_m=187 Swiss=10 | 盐钳海盗,潜水配重,水母,枪套,加速烙刀,大钢弩,绵鳚,燃烧响炮
  3. RR=207 anchor_m=164 Swiss=10 | 潜水配重,水母,拍立蚌,枪套,加速烙刀,大钢弩,绵鳚,燃烧响炮
  4. RR=192 anchor_m=190 Swiss=9 | 理查森先生,潜水配重,水母,拍立蚌,枪套,大钢弩,加速烙刀,燃烧响炮
  5. RR=209 anchor_m=155 Swiss=9 | 海螺壳,潜水配重,水母,枪套,大钢弩,绵鳚,加速烙刀,燃烧响炮
  6. RR=194 anchor_m=184 Swiss=9 | 珍珠,潜水配重,水母,拍立蚌,枪套,大钢弩,加速烙刀,燃烧响炮
  7. RR=207 anchor_m=156 Swiss=10 | 理查森先生,潜水配重,水母,枪套,大钢弩,绵鳚,加速烙刀,燃烧响炮
  8. RR=204 anchor_m=152 Swiss=10 | 珍珠,潜水配重,水母,枪套,大钢弩,绵鳚,加速烙刀,燃烧响炮
  9. RR=205 anchor_m=147 Swiss=9 | 潜水配重,水母,迷幻蝠鲼,枪套,大钢弩,绵鳚,加速烙刀,燃烧响炮
  10. RR=187 anchor_m=143 Swiss=10 | 潜水配重,水母,拍立蚌,枪套,大钢弩,加速烙刀,流星索,燃烧响炮
  11. RR=191 anchor_m=133 Swiss=9 | 雪怪蟹,潜水配重,水母,枪套,大钢弩,绵鳚,加速烙刀,燃烧响炮
  12. RR=200 anchor_m=104 Swiss=9 | 鱼雷,潜水配重,水母,拍立蚌,枪套,加速烙刀,绵鳚,燃烧响炮
  13. RR=168 anchor_m=166 Swiss=9 | 水草,潜水配重,水母,珍珠,枪套,大钢弩,加速烙刀,燃烧响炮
  14. RR=192 anchor_m=116 Swiss=11 | 潜水配重,水母,枪套,加速烙刀,大钢弩,绵鳚,燃烧响炮,烈酒杯
  15. RR=177 anchor_m=139 Swiss=10 | 拍立蚌,潜水配重,水母,枪套,大钢弩,加速烙刀,小冰镐,燃烧响炮
  16. RR=170 anchor_m=153 Swiss=9 | 吸血章鱼,潜水配重,水母,拍立蚌,枪套,大钢弩,加速烙刀,燃烧响炮
  17. RR=183 anchor_m=119 Swiss=9 | 潜水配重,水母,拍立蚌,枪套,大钢弩,加速烙刀,燃烧响炮,藏刃匕首
  18. RR=165 anchor_m=148 Swiss=9 | 枪套,小冰镐,潜水配重,水母,打火机,大钢弩,绵鳚,加速烙刀
  19. RR=175 anchor_m=117 Swiss=9 | 潜水配重,水母,珊瑚,枪套,加速烙刀,绵鳚,大钢弩,燃烧响炮
  20. RR=158 anchor_m=151 Swiss=9 | 潜水配重,水母,拍立蚌,枪套,大钢弩,加速烙刀,燃烧响炮,珊瑚

[GDF] seeds: 水草
[GDF] size=10 top 20
  1. RR=247 anchor_m=147 Swiss=10 | 小冰镐,水草,潜水配重,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,救生圈
  2. RR=209 anchor_m=156 Swiss=9 | 小冰镐,水草,雪怪蟹,元素深水炸弹,绵鳚,水车,拍立蚌
  3. RR=219 anchor_m=131 Swiss=11 | 淬锋钢,带刃悬浮板,潜水配重,水草,枪套,船长舱,小冰镐
  4. RR=206 anchor_m=133 Swiss=9 | 小冰镐,水草,珊瑚护甲,潜水配重,雪怪蟹,元素深水炸弹,绵鳚,珊瑚
  5. RR=226 anchor_m=82 Swiss=11 | 淬锋钢,带刃悬浮板,潜水配重,水草,手雷,船长舱,小冰镐
  6. RR=215 anchor_m=100 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,水草,藏刃匕首,船长舱,小冰镐
  7. RR=233 anchor_m=29 Swiss=11 | 淬锋钢,带刃悬浮板,潜水配重,水草,船长舱,流星索,小冰镐
  8. RR=215 anchor_m=45 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,拍立蚌,水草,船长舱,小冰镐
  9. RR=229 anchor_m=10 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,水草,船长舱,小冰镐,舱底蠕虫
  10. RR=221 anchor_m=11 Swiss=11 | 淬锋钢,带刃悬浮板,潜水配重,绵鳚,水草,船长舱,小冰镐
  11. RR=167 anchor_m=117 Swiss=10 | 淬锋钢,带刃悬浮板,潜水配重,水草,左轮手枪,船长舱,小冰镐
