# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 云精灵
[GDF] size=8 top 20
  1. RR=258 anchor_m=85 Swiss=10 | 红宝石,火焰药水,彩虹药水,鳄鱼眼泪,香炉,煅烧釜,云精灵
  15. RR=162 anchor_m=162 Swiss=9 | 青苔,炼金梨缶,毒液,真菌孢子,水蛭,翡翠
  16. RR=197 anchor_m=55 Swiss=7 | 青苔,毒液注射,倒刺利爪,毒液,彩虹药水,鳄鱼眼泪,真菌孢子,翡翠
  17. RR=216 anchor_m=14 Swiss=8 | 青苔,水蛭,毒液注射,倒刺利爪,毒液,毒芹,真菌孢子
  18. RR=194 anchor_m=33 Swiss=8 | 青苔,水蛭,毒液注射,倒刺利爪,毒液,真菌孢子,鳄鱼眼泪
  19. RR=183 anchor_m=54 Swiss=8 | 曲颈甑,青苔,毒液注射,倒刺利爪,毒液,真菌孢子,翡翠
  20. RR=205 anchor_m=2 Swiss=9 | 青苔,水蛭,毒液注射,倒刺利爪,毒液,彩虹药水,真菌孢子

[GDF] seeds: 颠茄
[GDF] size=8 top 20
  1. RR=277 anchor_m=277 Swiss=10 | 真菌孢子,颠茄,翡翠,毒蜥,水蛭,毒液注射
  2. RR=274 anchor_m=274 Swiss=8 | 真菌孢子,倒刺利爪,毒液,颠茄,翡翠,毒蜥,毒液注射
  3. RR=261 anchor_m=261 Swiss=9 | 笔与墨,颠茄,云精灵,翡翠,毒液注射,贤者之石,真菌孢子
  4. RR=254 anchor_m=254 Swiss=8 | 笔与墨,毒液,颠茄,翡翠,贤者之石,真菌孢子,毒液注射
  5. RR=251 anchor_m=251 Swiss=9 | 真菌孢子,笔与墨,毒液,颠茄,翡翠,毒蜥,毒液注射
  6. RR=249 anchor_m=249 Swiss=8 | 笔与墨,毒液,颠茄,翡翠,毒蜥,贤者之石,真菌孢子
  7. RR=236 anchor_m=236 Swiss=8 | 笔与墨,毒液,黑玫瑰,颠茄,翡翠,真菌孢子,毒液注射
  8. RR=234 anchor_m=234 Swiss=8 | 毒液注射,笔与墨,毒液,彩虹药水,颠茄,翡翠,真菌孢子
  9. RR=231 anchor_m=231 Swiss=9 | 曲颈甑,笔与墨,毒液,颠茄,翡翠,真菌孢子
  10. RR=230 anchor_m=230 Swiss=9 | 笔与墨,颠茄,翡翠,真菌孢子,毒液注射,水蛭
  11. RR=225 anchor_m=225 Swiss=9 | 笔与墨,颠茄,翡翠,毒液注射,贤者之石,毒蜥,真菌孢子
  12. RR=216 anchor_m=216 Swiss=9 | 笔与墨,颠茄,翡翠,真菌孢子,毒液注射,曲颈甑
  13. RR=212 anchor_m=212 Swiss=8 | 真菌孢子,腐朽圣像,颠茄,毒液注射,笔与墨,翡翠
  14. RR=208 anchor_m=208 Swiss=8 | 真菌孢子,颠茄,毒液注射,翡翠,水蛭,贤者之石
  15. RR=204 anchor_m=204 Swiss=8 | 毒液注射,笔与墨,倒刺利爪,毒液,颠茄,翡翠,真菌孢子
  16. RR=201 anchor_m=201 Swiss=8 | 笔与墨,毒液,彩虹药水,颠茄,翡翠,贤者之石,真菌孢子
  17. RR=196 anchor_m=196 Swiss=8 | 笔与墨,颠茄,毒蜥,彩虹药水,翡翠,真菌孢子,毒液注射
  18. RR=193 anchor_m=193 Swiss=8 | 笔与墨,毒液,颠茄,腐朽圣像,翡翠,真菌孢子
  19. RR=188 anchor_m=188 Swiss=8 | 笔与墨,毒液,颠茄,翡翠,贤者之石,毒芹,真菌孢子
  20. RR=181 anchor_m=181 Swiss=9 | 笔与墨,黑玫瑰,颠茄,翡翠,真菌孢子,毒蜥,毒液注射

[GDF] seeds: 飞蛾粉末
[GDF] size=8 top 20
  1. RR=281 anchor_m=197 Swiss=9 | 香炉,萤火虫,蜡烛,彩虹药水,飞蛾粉末,红宝石,火焰药水
  2. RR=277 anchor_m=231 Swiss=9 | 香炉,萤火虫,蜡烛,飞蛾粉末,红宝石,火焰药水,瓶装闪电
  3. RR=273 anchor_m=127 Swiss=9 | 香炉,萤火虫,彩虹药水,飞蛾粉末,红宝石,瓶装闪电,蜡烛
  4. RR=231 anchor_m=202 Swiss=8 | 香炉,萤火虫,蜡烛,飞蛾粉末,红宝石,火焰药水,塔兹迪亚匕首
  5. RR=242 anchor_m=143 Swiss=8 | 香炉,萤火虫,彩虹药水,飞蛾粉末,红宝石,鳄鱼眼泪,蜡烛
  6. RR=217 anchor_m=186 Swiss=9 | 香炉,彩虹药水,萤火虫,硫磺,蜡烛,飞蛾粉末,红宝石
  7. RR=206 anchor_m=185 Swiss=9 | 香炉,萤火虫,蜡烛,飞蛾粉末,鳄鱼眼泪,红宝石,火焰药水
  8. RR=209 anchor_m=175 Swiss=8 | 香炉,贤者之石,萤火虫,蜡烛,飞蛾粉末,红宝石,彩虹药水
  9. RR=209 anchor_m=168 Swiss=8 | 香炉,萤火虫,蛇怪之牙,蜡烛,飞蛾粉末,火焰药水,红宝石
  10. RR=195 anchor_m=185 Swiss=8 | 香炉,火焰药水,萤火虫,硫磺,蜡烛,飞蛾粉末,红宝石
  11. RR=203 anchor_m=162 Swiss=8 | 香炉,贤者之石,萤火虫,蜡烛,火焰药水,飞蛾粉末,红宝石
  12. RR=200 anchor_m=164 Swiss=8 | 香炉,昏睡药水,萤火虫,蜡烛,飞蛾粉末,红宝石,火焰药水
  13. RR=207 anchor_m=110 Swiss=8 | 香炉,鳄鱼眼泪,萤火虫,硫磺,彩虹药水,飞蛾粉末,火焰药水,红宝石
  14. RR=217 anchor_m=83 Swiss=9 | 香炉,鳄鱼眼泪,萤火虫,彩虹药水,飞蛾粉末,火焰药水,红宝石,碎瓶
  15. RR=240 anchor_m=22 Swiss=9 | 鳄鱼眼泪,香炉,萤火虫,瓶装闪电,彩虹药水,飞蛾粉末,火焰药水,红宝石
  16. RR=229 anchor_m=43 Swiss=8 | 香炉,瓶装闪电,塔兹迪亚匕首,鳄鱼眼泪,萤火虫,彩虹药水,飞蛾粉末,红宝石
  17. RR=208 anchor_m=80 Swiss=9 | 香炉,鳄鱼眼泪,萤火虫,彩虹药水,飞蛾粉末,瓶装闪电,硫磺,红宝石
  18. RR=162 anchor_m=161 Swiss=8 | 香炉,萤火虫,蜡烛,嗅盐,飞蛾粉末,红宝石,火焰药水
  19. RR=160 anchor_m=155 Swiss=8 | 香炉,云精灵,萤火虫,蜡烛,飞蛾粉末,红宝石,火焰药水
  20. RR=163 anchor_m=148 Swiss=8 | 香炉,贤者之石,萤火虫,蜡烛,飞蛾粉末,瓶装闪电,红宝石

[GDF] seeds: 香炉
[GDF] size=8 top 20
  1. RR=287 anchor_m=279 Swiss=10 | 碎瓶,香炉,蜡烛,红宝石,瓶装闪电,火焰药水,彩虹药水
  2. RR=263 anchor_m=262 Swiss=9 | 火焰药水,塔兹迪亚匕首,碎瓶,香炉,蜡烛,红宝石,瓶装闪电
  3. RR=257 anchor_m=255 Swiss=9 | 碎瓶,香炉,蜡烛,蛇怪之牙,红宝石,瓶装闪电,火焰药水
  4. RR=250 anchor_m=248 Swiss=9 | 贤者之石,火焰药水,香炉,碎瓶,蜡烛,瓶装闪电,红宝石
  5. RR=244 anchor_m=243 Swiss=9 | 火焰药水,碎瓶,香炉,地刺陷阱,蜡烛,红宝石,瓶装闪电
  6. RR=243 anchor_m=242 Swiss=9 | 拆信刀,火焰药水,碎瓶,香炉,蜡烛,红宝石,瓶装闪电
  7. RR=243 anchor_m=236 Swiss=9 | 香炉,蜡烛,碎瓶,红宝石,火焰药水,塔兹迪亚匕首,彩虹药水
  8. RR=235 anchor_m=233 Swiss=9 | 火焰药水,手术刀,碎瓶,香炉,蜡烛,红宝石,瓶装闪电
  9. RR=230 anchor_m=227 Swiss=9 | 贤者之石,火焰药水,香炉,蜡烛,瓶装闪电,彩虹药水,红宝石
  10. RR=214 anchor_m=212 Swiss=8 | 香炉,蜡烛,红宝石,瓶装闪电,火焰药水,拆信刀,彩虹药水
  11. RR=211 anchor_m=211 Swiss=8 | 碎瓶,香炉,云精灵,蜡烛,红宝石,火焰药水,彩虹药水
  12. RR=210 anchor_m=210 Swiss=8 | 火焰药水,碎瓶,香炉,蜡烛,红宝石,瓶装闪电,硫磺
  13. RR=209 anchor_m=207 Swiss=8 | 香炉,手术刀,蜡烛,红宝石,瓶装闪电,火焰药水,彩虹药水
  14. RR=192 anchor_m=192 Swiss=8 | 香炉,碎瓶,蜡烛,贤者之石,红宝石,火焰药水,彩虹药水
  15. RR=191 anchor_m=184 Swiss=9 | 蜡烛,香炉,彩虹药水,火焰药水,瓶装闪电,萤火虫,红宝石
  16. RR=187 anchor_m=187 Swiss=8 | 火焰药水,碎瓶,香炉,云精灵,蜡烛,红宝石,瓶装闪电
  17. RR=185 anchor_m=184 Swiss=8 | 香炉,蜡烛,红宝石,瓶装闪电,硫磺,火焰药水,彩虹药水
  18. RR=184 anchor_m=184 Swiss=9 | 碎瓶,香炉,蜡烛,萤火虫,红宝石,火焰药水,彩虹药水
  19. RR=183 anchor_m=183 Swiss=8 | 火焰药水,碎瓶,香炉,蜡烛,红宝石,黑曜石碎片,瓶装闪电
  20. RR=181 anchor_m=181 Swiss=8 | 香炉,云精灵,蜡烛,红宝石,瓶装闪电,火焰药水,彩虹药水

[GDF] seeds: 魔法飞毯
[GDF] size=8 top 20
  1. RR=204 anchor_m=185 Swiss=8 | 倒刺利爪,蛇怪之牙,手术刀,贤者之石,拆信刀,地刺陷阱,魔法飞毯
  2. RR=202 anchor_m=162 Swiss=9 | 魔法飞毯,蛇怪之牙,地刺陷阱,曲颈甑,拆信刀,手术刀
  3. RR=186 anchor_m=170 Swiss=8 | 蛇怪之牙,倒刺利爪,手术刀,贤者之石,地刺陷阱,瓶装闪电,魔法飞毯
  4. RR=181 anchor_m=169 Swiss=9 | 拆信刀,蛇怪之牙,手术刀,贤者之石,地刺陷阱,瓶装闪电,魔法飞毯
  5. RR=179 anchor_m=171 Swiss=8 | 蛇怪之牙,手术刀,塔兹迪亚匕首,倒刺利爪,贤者之石,地刺陷阱,魔法飞毯
  6. RR=179 anchor_m=167 Swiss=9 | 倒刺利爪,蛇怪之牙,手术刀,贤者之石,地刺陷阱,魔法飞毯,翡翠
  7. RR=180 anchor_m=163 Swiss=8 | 蛇怪之牙,手术刀,贤者之石,地刺陷阱,拆信刀,香炉,魔法飞毯
  8. RR=180 anchor_m=153 Swiss=8 | 倒刺利爪,蛇怪之牙,香炉,手术刀,贤者之石,地刺陷阱,魔法飞毯
  9. RR=166 anchor_m=166 Swiss=8 | 蛇怪之牙,贤者之石,拆信刀,地刺陷阱,研钵与研杵,魔法飞毯
  10. RR=170 anchor_m=154 Swiss=8 | 笔与墨,倒刺利爪,蛇怪之牙,手术刀,贤者之石,地刺陷阱,魔法飞毯
  11. RR=167 anchor_m=152 Swiss=8 | 蛇怪之牙,手术刀,贤者之石,地刺陷阱,瓶装闪电,香炉,魔法飞毯
  12. RR=163 anchor_m=152 Swiss=7 | 蛇怪之牙,手术刀,贤者之石,地刺陷阱,瓶装闪电,魔法飞毯,翡翠
  13. RR=165 anchor_m=146 Swiss=8 | 拆信刀,蛇怪之牙,手术刀,贤者之石,毒液注射,地刺陷阱,魔法飞毯
  14. RR=165 anchor_m=145 Swiss=8 | 真菌孢子,倒刺利爪,蛇怪之牙,手术刀,贤者之石,地刺陷阱,魔法飞毯
  15. RR=160 anchor_m=147 Swiss=8 | 蛇怪之牙,贤者之石,拆信刀,剧毒药水,手术刀,地刺陷阱,魔法飞毯
  16. RR=156 anchor_m=148 Swiss=8 | 倒刺利爪,蛇怪之牙,手术刀,贤者之石,地刺陷阱,离子闪电,魔法飞毯
  17. RR=158 anchor_m=143 Swiss=7 | 蛇怪之牙,贪婪渡鸦,手术刀,贤者之石,地刺陷阱,魔法飞毯
  18. RR=153 anchor_m=144 Swiss=8 | 蛇怪之牙,贤者之石,拆信刀,手术刀,萤火虫,地刺陷阱,魔法飞毯
  19. RR=153 anchor_m=140 Swiss=8 | 倒刺利爪,黑玫瑰,蛇怪之牙,手术刀,贤者之石,地刺陷阱,魔法飞毯
  20. RR=154 anchor_m=137 Swiss=8 | 倒刺利爪,蛇怪之牙,手术刀,贤者之石,云精灵,地刺陷阱,魔法飞毯

[GDF] seeds: 鳄鱼眼泪
[GDF] size=8 top 20
  1. RR=283 anchor_m=272 Swiss=9 | 昏睡药水,彩虹药水,煅烧釜,鳄鱼眼泪,红宝石,香炉,萤火虫
  2. RR=279 anchor_m=275 Swiss=9 | 煅烧釜,鳄鱼眼泪,瓶装闪电,红宝石,昏睡药水,彩虹药水,香炉
  3. RR=267 anchor_m=264 Swiss=9 | 彩虹药水,煅烧釜,昏睡药水,火焰药水,鳄鱼眼泪,红宝石,香炉
  4. RR=238 anchor_m=232 Swiss=9 | 火焰药水,煅烧釜,鳄鱼眼泪,红宝石,瓶装闪电,昏睡药水,香炉
  5. RR=234 anchor_m=215 Swiss=8 | 煅烧釜,鳄鱼眼泪,瓶装闪电,红宝石,彩虹药水,香炉,火焰药水
  6. RR=222 anchor_m=218 Swiss=8 | 彩虹药水,昏睡药水,煅烧釜,硫磺,鳄鱼眼泪,红宝石,香炉
  7. RR=213 anchor_m=208 Swiss=8 | 彩虹药水,煅烧釜,云精灵,昏睡药水,鳄鱼眼泪,红宝石,香炉
  8. RR=216 anchor_m=200 Swiss=9 | 煅烧釜,鳄鱼眼泪,火焰药水,彩虹药水,红宝石,香炉,萤火虫
  9. RR=207 anchor_m=203 Swiss=8 | 彩虹药水,昏睡药水,塔兹迪亚匕首,煅烧釜,鳄鱼眼泪,红宝石,香炉
  10. RR=208 anchor_m=200 Swiss=8 | 煅烧釜,鳄鱼眼泪,瓶装闪电,贤者之石,红宝石,彩虹药水,香炉
  11. RR=206 anchor_m=198 Swiss=8 | 瓶装闪电,昏睡药水,煅烧釜,鳄鱼眼泪,红宝石,香炉,萤火虫
  12. RR=208 anchor_m=188 Swiss=9 | 瓶装闪电,煅烧釜,鳄鱼眼泪,红宝石,彩虹药水,香炉,萤火虫
  13. RR=199 anchor_m=196 Swiss=9 | 彩虹药水,煅烧釜,鳄鱼眼泪,瓶装闪电,塔兹迪亚匕首,红宝石,香炉
  14. RR=195 anchor_m=190 Swiss=8 | 彩虹药水,煅烧釜,火焰药水,鳄鱼眼泪,红宝石,香炉,碎瓶
  15. RR=194 anchor_m=191 Swiss=8 | 彩虹药水,煅烧釜,鳄鱼眼泪,红宝石,贤者之石,火焰药水,香炉
  16. RR=192 anchor_m=189 Swiss=9 | 煅烧釜,鳄鱼眼泪,瓶装闪电,碎瓶,红宝石,彩虹药水,香炉
  17. RR=188 anchor_m=176 Swiss=8 | 彩虹药水,煅烧釜,硫磺,鳄鱼眼泪,瓶装闪电,红宝石,香炉
  18. RR=181 anchor_m=175 Swiss=8 | 瓶装闪电,彩虹药水,煅烧釜,云精灵,鳄鱼眼泪,红宝石,香炉
  19. RR=180 anchor_m=173 Swiss=9 | 火焰药水,塔兹迪亚匕首,煅烧釜,鳄鱼眼泪,红宝石,彩虹药水,香炉
  20. RR=176 anchor_m=169 Swiss=8 | 彩虹药水,拆信刀,煅烧釜,鳄鱼眼泪,红宝石,香炉,瓶装闪电

[GDF] seeds: 黑曜石碎片
[GDF] size=8 top 20
  1. RR=282 anchor_m=26 Swiss=9 | 黑曜石碎片,倒刺利爪,毒液,鳄鱼眼泪,地刺陷阱,翡翠,毒液注射,真菌孢子
  2. RR=210 anchor_m=190 Swiss=7 | 翡翠,彩虹药水,炼金梨缶,黑曜石碎片,真菌孢子,毒蜥,地刺陷阱
  3. RR=203 anchor_m=203 Swiss=8 | 水蛭,黑曜石碎片,炼金梨缶,毒液,翡翠,真菌孢子
  4. RR=232 anchor_m=131 Swiss=8 | 翡翠,彩虹药水,炼金梨缶,黑曜石碎片,鳄鱼眼泪,真菌孢子,地刺陷阱
  5. RR=233 anchor_m=120 Swiss=8 | 黑曜石碎片,倒刺利爪,毒液,剧毒药水,地刺陷阱,翡翠,真菌孢子,鳄鱼眼泪
  6. RR=188 anchor_m=185 Swiss=8 | 黑曜石碎片,炼金梨缶,云精灵,毒液,翡翠,真菌孢子,地刺陷阱
  7. RR=245 anchor_m=71 Swiss=8 | 黑曜石碎片,地刺陷阱,倒刺利爪,毒液,毒液注射,翡翠,真菌孢子,彩虹药水
  8. RR=199 anchor_m=159 Swiss=9 | 翡翠,蛇怪之牙,鳄鱼眼泪,炼金梨缶,黑曜石碎片,真菌孢子,地刺陷阱
  9. RR=240 anchor_m=70 Swiss=8 | 黑曜石碎片,毒蜥,地刺陷阱,倒刺利爪,毒液,毒液注射,翡翠,真菌孢子
  10. RR=183 anchor_m=179 Swiss=8 | 毒蜥,翡翠,鳄鱼眼泪,炼金梨缶,黑曜石碎片,真菌孢子,地刺陷阱
  11. RR=187 anchor_m=169 Swiss=8 | 翡翠,彩虹药水,炼金梨缶,黑曜石碎片,贤者之石,真菌孢子,地刺陷阱
  12. RR=231 anchor_m=76 Swiss=8 | 黑曜石碎片,地刺陷阱,毒芹,倒刺利爪,毒液,毒液注射,翡翠,真菌孢子
  13. RR=175 anchor_m=166 Swiss=8 | 翡翠,彩虹药水,炼金梨缶,黑曜石碎片,真菌孢子,毒芹,地刺陷阱
  14. RR=198 anchor_m=120 Swiss=8 | 黑曜石碎片,毒液注射,倒刺利爪,毒液,剧毒药水,地刺陷阱,翡翠,真菌孢子
  15. RR=176 anchor_m=159 Swiss=8 | 翡翠,毒芹,炼金梨缶,黑曜石碎片,贤者之石,真菌孢子,地刺陷阱
  16. RR=193 anchor_m=118 Swiss=8 | 黑玫瑰,水蛭,黑曜石碎片,毒液注射,翡翠,真菌孢子,地刺陷阱
  17. RR=165 anchor_m=165 Swiss=8 | 翡翠,鳄鱼眼泪,炼金梨缶,黑曜石碎片,毒液注射,真菌孢子,地刺陷阱
  18. RR=212 anchor_m=56 Swiss=8 | 黑曜石碎片,地刺陷阱,倒刺利爪,毒液,毒液注射,黑玫瑰,翡翠,真菌孢子
  19. RR=159 anchor_m=157 Swiss=8 | 黑曜石碎片,炼金梨缶,毒芹,毒液,翡翠,真菌孢子,地刺陷阱
  20. RR=219 anchor_m=22 Swiss=9 | 贤者之石,黑曜石碎片,地刺陷阱,倒刺利爪,毒液,毒液注射,翡翠,真菌孢子

[GDF] seeds: 黑玫瑰
[GDF] size=8 top 20
  1. RR=280 anchor_m=51 Swiss=9 | 黑玫瑰,真菌孢子,水蛭,倒刺利爪,毒液,翡翠,毒液注射
  2. RR=220 anchor_m=220 Swiss=8 | 黑玫瑰,真菌孢子,蜡烛,倒刺利爪,毒液,翡翠,毒液注射
  3. RR=267 anchor_m=93 Swiss=8 | 鳄鱼眼泪,黑玫瑰,真菌孢子,倒刺利爪,毒液,毒液注射,翡翠,地刺陷阱
  4. RR=238 anchor_m=147 Swiss=8 | 黑玫瑰,真菌孢子,地刺陷阱,倒刺利爪,毒液,彩虹药水,翡翠,毒液注射
  5. RR=233 anchor_m=141 Swiss=10 | 真菌孢子,黑玫瑰,笔与墨,毒液,翡翠,腐朽圣像,毒液注射
  6. RR=230 anchor_m=139 Swiss=9 | 黑玫瑰,真菌孢子,倒刺利爪,毒液,毒液注射,翡翠,毒蜥,地刺陷阱
  7. RR=258 anchor_m=75 Swiss=9 | 地刺陷阱,水蛭,黑玫瑰,真菌孢子,倒刺利爪,毒液,毒液注射
  8. RR=225 anchor_m=141 Swiss=8 | 黑玫瑰,真菌孢子,倒刺利爪,毒液,毒液注射,翡翠,地刺陷阱,毒芹
  9. RR=196 anchor_m=184 Swiss=8 | 真菌孢子,腐朽圣像,黑玫瑰,毒液注射,彩虹药水,笔与墨,翡翠
  10. RR=196 anchor_m=173 Swiss=9 | 毒蜥,真菌孢子,腐朽圣像,黑玫瑰,毒液注射,笔与墨,翡翠
  11. RR=205 anchor_m=154 Swiss=8 | 地刺陷阱,黑玫瑰,真菌孢子,倒刺利爪,毒液,翡翠,腐朽圣像
  12. RR=208 anchor_m=145 Swiss=8 | 黑玫瑰,真菌孢子,倒刺利爪,毒液,翡翠,地刺陷阱,蜡烛
  13. RR=206 anchor_m=135 Swiss=9 | 黑玫瑰,真菌孢子,倒刺利爪,毒液,腐朽圣像,翡翠,毒液注射
  14. RR=191 anchor_m=161 Swiss=8 | 真菌孢子,黑玫瑰,笔与墨,毒液,翡翠,毒液注射,曲颈甑
  15. RR=243 anchor_m=49 Swiss=8 | 黑玫瑰,真菌孢子,水蛭,倒刺利爪,毒液,翡翠,地刺陷阱
  16. RR=222 anchor_m=85 Swiss=8 | 黑玫瑰,真菌孢子,倒刺利爪,毒液,翡翠,地刺陷阱,曲颈甑
  17. RR=184 anchor_m=153 Swiss=8 | 黑玫瑰,真菌孢子,倒刺利爪,毒液,毒液注射,笔与墨,翡翠,地刺陷阱
  18. RR=181 anchor_m=147 Swiss=8 | 黑玫瑰,真菌孢子,倒刺利爪,毒液,剧毒药水,毒液注射,翡翠,地刺陷阱
  19. RR=177 anchor_m=151 Swiss=8 | 真菌孢子,毒蜥,翡翠,笔与墨,毒液,腐朽圣像,黑玫瑰
  20. RR=169 anchor_m=160 Swiss=9 | 真菌孢子,腐朽圣像,黑玫瑰,毒芹,毒液注射,笔与墨,翡翠
