# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=233 anchor_m=135 Swiss=9 | 舱底蠕虫,三花,鲨齿爪,手斧,飞鱼,淬锋钢,弹簧刀,马龙鱼
  5. RR=211 anchor_m=153 Swiss=9 | 舱底蠕虫,铲子,淬锋钢,飞鱼,鲨齿爪,绵鳚,马龙鱼
  6. RR=209 anchor_m=153 Swiss=9 | 水草,马龙鱼,弹簧刀,铲子,鲨齿爪,飞鱼,淬锋钢
  7. RR=224 anchor_m=121 Swiss=9 | 舱底蠕虫,手雷,铲子,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  8. RR=235 anchor_m=84 Swiss=9 | 舱底蠕虫,手斧,铲子,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  9. RR=198 anchor_m=156 Swiss=8 | 舱底蠕虫,鲨齿爪,手斧,铲子,飞鱼,淬锋钢,马龙鱼
  10. RR=196 anchor_m=128 Swiss=8 | 舱底蠕虫,葡萄弹,铲子,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  11. RR=175 anchor_m=166 Swiss=8 | 舱底蠕虫,狼筅,绵鳚,鲨齿爪,铲子,迷你弯刀,淬锋钢
  12. RR=204 anchor_m=106 Swiss=8 | 舱底蠕虫,皮皮虾,铲子,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  13. RR=183 anchor_m=141 Swiss=9 | 舱底蠕虫,手斧,沙滩充气球,铲子,淬锋钢,弹簧刀,马龙鱼
  14. RR=190 anchor_m=127 Swiss=8 | 舱底蠕虫,铲子,藏刃匕首,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  15. RR=182 anchor_m=142 Swiss=8 | 舱底蠕虫,珊瑚,铲子,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  16. RR=188 anchor_m=123 Swiss=10 | 舱底蠕虫,鲨齿爪,手斧,铲子,淬锋钢,弹簧刀,马龙鱼
  17. RR=174 anchor_m=131 Swiss=8 | 水草,舱底蠕虫,铲子,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  18. RR=170 anchor_m=136 Swiss=9 | 舱底蠕虫,铲子,淬锋钢,鲨齿爪,绵鳚,马龙鱼,打火机
  19. RR=169 anchor_m=123 Swiss=8 | 舱底蠕虫,狼筅,手斧,铲子,淬锋钢,绵鳚,马龙鱼
  20. RR=173 anchor_m=110 Swiss=8 | 舱底蠕虫,抓钩,铲子,淬锋钢,鲨齿爪,绵鳚,马龙鱼

[GDF] seeds: 雪怪蟹
[GDF] size=10 top 20
  1. RR=229 anchor_m=209 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,飞鱼,鱼饵,海螺壳,淬锋钢
  2. RR=207 anchor_m=193 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,飞鱼,珊瑚,鱼饵,淬锋钢
  3. RR=211 anchor_m=185 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,飞鱼,珍珠,淬锋钢,海螺壳,鱼饵
  4. RR=207 anchor_m=189 Swiss=8 | 海螺壳,水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,飞鱼,珍珠,淬锋钢
  5. RR=193 anchor_m=174 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珍珠,淬锋钢,独角鲸,海螺壳,鱼饵
  6. RR=191 anchor_m=176 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,飞鱼,鱼饵,珍珠,淬锋钢
  7. RR=194 anchor_m=167 Swiss=8 | 珍珠,海螺壳,水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,飞鱼,鱼饵
  8. RR=185 anchor_m=172 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,飞鱼,珊瑚,海螺壳,淬锋钢
  9. RR=186 anchor_m=168 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,鱼饵,海螺壳,珍珠
  10. RR=182 anchor_m=173 Swiss=8 | 沙滩充气球,水草,绵鳚,钓鱼竿,毒须鲶,雪怪蟹,水母,珍珠
  11. RR=180 anchor_m=168 Swiss=7 | 马龙鱼,弹簧刀,水草,绵鳚,毒须鲶,雪怪蟹,水母,飞鱼,淬锋钢
  12. RR=184 anchor_m=159 Swiss=9 | 珊瑚,水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,鱼饵,海螺壳
  13. RR=173 anchor_m=172 Swiss=8 | 马龙鱼,水草,绵鳚,毒须鲶,雪怪蟹,水母,飞鱼,海螺壳,淬锋钢
  14. RR=178 anchor_m=155 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,独角鲸,淬锋钢,海螺壳,鱼饵
  15. RR=174 anchor_m=162 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,鱼饵,海螺壳,打火机
  16. RR=173 anchor_m=159 Swiss=8 | 鱼饵,水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,食人鱼,珊瑚,海螺壳
  17. RR=165 anchor_m=163 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,飞鱼,打火机,珊瑚,淬锋钢
  18. RR=164 anchor_m=164 Swiss=8 | 珍珠,马龙鱼,水草,绵鳚,毒须鲶,雪怪蟹,水母,飞鱼,淬锋钢
  19. RR=166 anchor_m=158 Swiss=7 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珍珠,海螺壳,鱼饵,沙滩充气球
  20. RR=166 anchor_m=144 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珍珠,独角鲸,珊瑚,海螺壳,鱼饵

[GDF] seeds: 靴里剑
[GDF] size=10 top 20
  1. RR=244 anchor_m=160 Swiss=9 | 舱底蠕虫,靴里剑,淬锋钢,鲨齿爪,手斧,飞鱼,弹簧刀,马龙鱼
  2. RR=218 anchor_m=201 Swiss=9 | 靴里剑,淬锋钢,鲨齿爪,手斧,流星索,飞鱼,弹簧刀,马龙鱼
  3. RR=233 anchor_m=157 Swiss=9 | 舱底蠕虫,流星索,靴里剑,淬锋钢,手斧,鲨齿爪,飞鱼,马龙鱼
  4. RR=212 anchor_m=184 Swiss=8 | 靴里剑,淬锋钢,鲨齿爪,珊瑚,手斧,飞鱼,弹簧刀,马龙鱼
  5. RR=200 anchor_m=154 Swiss=8 | 舱底蠕虫,靴里剑,淬锋钢,手斧,鲨齿爪,飞鱼,左轮手枪,马龙鱼
  6. RR=181 anchor_m=180 Swiss=8 | 靴里剑,淬锋钢,狼筅,手斧,鲨齿爪,飞鱼,马龙鱼
  7. RR=194 anchor_m=154 Swiss=8 | 舱底蠕虫,靴里剑,淬锋钢,三花,手斧,鲨齿爪,飞鱼,马龙鱼
  8. RR=188 anchor_m=165 Swiss=9 | 靴里剑,流星索,淬锋钢,手斧,鲨齿爪,迷你弯刀,弹簧刀,马龙鱼
  9. RR=187 anchor_m=155 Swiss=9 | 舱底蠕虫,靴里剑,淬锋钢,手斧,鲨齿爪,独角鲸,飞鱼,马龙鱼
  10. RR=217 anchor_m=94 Swiss=9 | 舱底蠕虫,靴里剑,手斧,淬锋钢,燃烧响炮,鲨齿爪,绵鳚,马龙鱼
  11. RR=187 anchor_m=149 Swiss=8 | 三花,靴里剑,淬锋钢,鲨齿爪,手斧,飞鱼,弹簧刀,马龙鱼
  12. RR=200 anchor_m=121 Swiss=8 | 舱底蠕虫,靴里剑,打火机,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  13. RR=206 anchor_m=101 Swiss=8 | 舱底蠕虫,靴里剑,手斧,飞鱼,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  14. RR=189 anchor_m=134 Swiss=8 | 舱底蠕虫,靴里剑,淬锋钢,手斧,鲨齿爪,藏刃匕首,弹簧刀,马龙鱼
  15. RR=193 anchor_m=124 Swiss=8 | 舱底蠕虫,珊瑚,靴里剑,淬锋钢,手斧,鲨齿爪,飞鱼,马龙鱼
  16. RR=172 anchor_m=162 Swiss=8 | 靴里剑,淬锋钢,手斧,鲨齿爪,珊瑚,迷你弯刀,弹簧刀,马龙鱼
  17. RR=180 anchor_m=145 Swiss=8 | 舱底蠕虫,葡萄弹,靴里剑,淬锋钢,手斧,鲨齿爪,飞鱼,马龙鱼
  18. RR=176 anchor_m=144 Swiss=7 | 左轮手枪,靴里剑,淬锋钢,手斧,鲨齿爪,葡萄弹,飞鱼,马龙鱼
  19. RR=168 anchor_m=159 Swiss=9 | 靴里剑,淬锋钢,手斧,鲨齿爪,狼筅,弹簧刀,马龙鱼
  20. RR=183 anchor_m=128 Swiss=9 | 左轮手枪,靴里剑,淬锋钢,手斧,鲨齿爪,葡萄弹,弹簧刀,马龙鱼

[GDF] seeds: 飞鱼
[GDF] size=10 top 20
  1. RR=241 anchor_m=214 Swiss=9 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,打火机,手斧,飞鱼,淬锋钢
  2. RR=232 anchor_m=225 Swiss=9 | 水草,珊瑚,马龙鱼,绵鳚,鲨齿爪,飞鱼,淬锋钢,海螺壳
  3. RR=239 anchor_m=193 Swiss=10 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,燃烧响炮,淬锋钢
  4. RR=213 anchor_m=185 Swiss=8 | 马龙鱼,弹簧刀,飞鱼,鲨齿爪,手斧,葡萄弹,淬锋钢,左轮手枪
  5. RR=203 anchor_m=177 Swiss=9 | 水草,淬锋钢,飞鱼,手斧,珊瑚,鲨齿爪,绵鳚,马龙鱼
  6. RR=195 anchor_m=187 Swiss=8 | 珊瑚护甲,珊瑚,马龙鱼,绵鳚,鲨齿爪,飞鱼,淬锋钢
  7. RR=193 anchor_m=189 Swiss=8 | 水草,珊瑚,马龙鱼,绵鳚,鲨齿爪,珍珠,飞鱼,淬锋钢
  8. RR=194 anchor_m=184 Swiss=8 | 珊瑚,马龙鱼,弹簧刀,藏刃匕首,鲨齿爪,手斧,飞鱼,淬锋钢
  9. RR=204 anchor_m=158 Swiss=8 | 海螺壳,珊瑚,马龙鱼,绵鳚,鲨齿爪,飞鱼,淬锋钢,舱底蠕虫
  10. RR=185 anchor_m=181 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,淬锋钢,靴里剑
  11. RR=191 anchor_m=166 Swiss=9 | 珊瑚,燃烧响炮,马龙鱼,绵鳚,鲨齿爪,葡萄弹,飞鱼,淬锋钢
  12. RR=202 anchor_m=142 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,淬锋钢,舱底蠕虫
  13. RR=184 anchor_m=174 Swiss=8 | 救生圈,珊瑚,马龙鱼,绵鳚,鲨齿爪,飞鱼,淬锋钢
  14. RR=188 anchor_m=159 Swiss=8 | 水草,舱底蠕虫,淬锋钢,飞鱼,手斧,鲨齿爪,绵鳚,马龙鱼
  15. RR=176 anchor_m=171 Swiss=8 | 珊瑚,马龙鱼,弹簧刀,飞鱼,淬锋钢,鲨齿爪,靴里剑,手斧
  16. RR=177 anchor_m=167 Swiss=8 | 珊瑚,马龙鱼,弹簧刀,独角鲸,鲨齿爪,手斧,飞鱼,淬锋钢
  17. RR=175 anchor_m=162 Swiss=9 | 马龙鱼,弹簧刀,飞鱼,手斧,鲨齿爪,淬锋钢,靴里剑,左轮手枪
  18. RR=184 anchor_m=122 Swiss=8 | 水草,珊瑚,马龙鱼,绵鳚,鲨齿爪,舱底蠕虫,飞鱼,淬锋钢
  19. RR=166 anchor_m=156 Swiss=8 | 珊瑚,马龙鱼,弹簧刀,鲨齿爪,手斧,飞鱼,淬锋钢,迷你弯刀
  20. RR=158 anchor_m=151 Swiss=8 | 珊瑚,马龙鱼,弹簧刀,流星索,鲨齿爪,手斧,飞鱼,淬锋钢

[GDF] seeds: 食人鱼
[GDF] size=10 top 20
  1. RR=257 anchor_m=83 Swiss=9 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,淬锋钢,食人鱼,手斧,舱底蠕虫
  2. RR=220 anchor_m=129 Swiss=9 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,淬锋钢,食人鱼,燃烧响炮,飞鱼
  3. RR=211 anchor_m=109 Swiss=8 | 马龙鱼,弹簧刀,手斧,淬锋钢,食人鱼,鲨齿爪,飞鱼,左轮手枪
  4. RR=212 anchor_m=107 Swiss=9 | 食人鱼,手斧,淬锋钢,飞鱼,左轮手枪,鲨齿爪,舱底蠕虫,马龙鱼
  5. RR=200 anchor_m=127 Swiss=7 | 水草,马龙鱼,绵鳚,鲨齿爪,淬锋钢,舱底蠕虫,食人鱼,飞鱼
  6. RR=222 anchor_m=80 Swiss=9 | 食人鱼,手斧,淬锋钢,飞鱼,鲨齿爪,舱底蠕虫,弹簧刀,马龙鱼
  7. RR=186 anchor_m=151 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,淬锋钢,食人鱼,鹦鹉皮特,飞鱼
  8. RR=222 anchor_m=74 Swiss=10 | 水草,珊瑚,马龙鱼,绵鳚,鲨齿爪,淬锋钢,食人鱼,舱底蠕虫
  9. RR=208 anchor_m=102 Swiss=8 | 马龙鱼,弹簧刀,淬锋钢,飞鱼,鲨齿爪,食人鱼,手斧,独角鲸
  10. RR=211 anchor_m=76 Swiss=8 | 水草,马龙鱼,弹簧刀,飞鱼,鲨齿爪,淬锋钢,食人鱼,舱底蠕虫
  11. RR=189 anchor_m=117 Swiss=8 | 马龙鱼,淬锋钢,靴里剑,飞鱼,鲨齿爪,食人鱼,手斧,独角鲸
  12. RR=192 anchor_m=108 Swiss=9 | 食人鱼,手斧,独角鲸,淬锋钢,飞鱼,鲨齿爪,舱底蠕虫,马龙鱼
  13. RR=183 anchor_m=122 Swiss=8 | 马龙鱼,刺刀,淬锋钢,飞鱼,鲨齿爪,食人鱼,手斧,独角鲸
  14. RR=189 anchor_m=98 Swiss=8 | 水草,食人鱼,手斧,淬锋钢,飞鱼,鲨齿爪,舱底蠕虫,马龙鱼
  15. RR=197 anchor_m=73 Swiss=9 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,靴里剑,淬锋钢,食人鱼,舱底蠕虫
  16. RR=175 anchor_m=96 Swiss=8 | 食人鱼,手斧,淬锋钢,飞鱼,藏刃匕首,鲨齿爪,舱底蠕虫,马龙鱼
  17. RR=184 anchor_m=76 Swiss=8 | 马龙鱼,弹簧刀,藏刃匕首,手斧,淬锋钢,食人鱼,鲨齿爪,飞鱼
  18. RR=190 anchor_m=62 Swiss=9 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,淬锋钢,食人鱼,打火机,舱底蠕虫
  19. RR=165 anchor_m=108 Swiss=8 | 马龙鱼,绵鳚,淬锋钢,飞鱼,鲨齿爪,食人鱼,手斧,独角鲸
  20. RR=172 anchor_m=88 Swiss=9 | 马龙鱼,绵鳚,鲨齿爪,藏刃匕首,淬锋钢,飞鱼,食人鱼,舱底蠕虫

[GDF] seeds: 马龙鱼
[GDF] size=10 top 20
  1. RR=244 anchor_m=244 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,淬锋钢,燃烧响炮
  2. RR=237 anchor_m=237 Swiss=9 | 流星索,鲨齿爪,手斧,飞鱼,葡萄弹,弹簧刀,马龙鱼,淬锋钢
  3. RR=227 anchor_m=227 Swiss=9 | 流星索,鲨齿爪,手斧,靴里剑,飞鱼,弹簧刀,马龙鱼,淬锋钢
  4. RR=210 anchor_m=210 Swiss=9 | 舱底蠕虫,流星索,鲨齿爪,手斧,飞鱼,弹簧刀,马龙鱼,淬锋钢
  5. RR=209 anchor_m=209 Swiss=8 | 珊瑚,燃烧响炮,马龙鱼,绵鳚,鲨齿爪,手斧,舱底蠕虫,淬锋钢
  6. RR=206 anchor_m=206 Swiss=8 | 鲨齿爪,葡萄弹,手斧,左轮手枪,飞鱼,弹簧刀,马龙鱼,淬锋钢
  7. RR=205 anchor_m=205 Swiss=7 | 舱底蠕虫,手斧,鲨齿爪,飞鱼,弹簧刀,马龙鱼,珊瑚,淬锋钢
  8. RR=203 anchor_m=203 Swiss=9 | 靴里剑,手斧,鲨齿爪,飞鱼,独角鲸,弹簧刀,马龙鱼,淬锋钢
  9. RR=203 anchor_m=203 Swiss=8 | 靴里剑,手斧,鲨齿爪,迷你弯刀,飞鱼,弹簧刀,马龙鱼,淬锋钢
  10. RR=202 anchor_m=202 Swiss=8 | 珊瑚,打火机,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,淬锋钢
  11. RR=195 anchor_m=195 Swiss=8 | 舱底蠕虫,手雷,手斧,鲨齿爪,飞鱼,弹簧刀,马龙鱼,淬锋钢
  12. RR=190 anchor_m=190 Swiss=9 | 流星索,鲨齿爪,手斧,迷你弯刀,飞鱼,弹簧刀,马龙鱼,淬锋钢
  13. RR=190 anchor_m=190 Swiss=8 | 舱底蠕虫,手斧,鲨齿爪,迷你弯刀,飞鱼,弹簧刀,马龙鱼,淬锋钢
  14. RR=187 anchor_m=187 Swiss=9 | 靴里剑,手斧,珊瑚,鲨齿爪,飞鱼,弹簧刀,马龙鱼,淬锋钢
  15. RR=187 anchor_m=187 Swiss=8 | 舱底蠕虫,靴里剑,手斧,鲨齿爪,飞鱼,弹簧刀,马龙鱼,淬锋钢
  16. RR=186 anchor_m=186 Swiss=10 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,手斧,打火机,舱底蠕虫,淬锋钢
  17. RR=183 anchor_m=183 Swiss=9 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,靴里剑,手斧,飞鱼,淬锋钢
  18. RR=182 anchor_m=182 Swiss=8 | 水草,燃烧响炮,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,淬锋钢
  19. RR=178 anchor_m=178 Swiss=8 | 燃烧响炮,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,淬锋钢,舱底蠕虫
  20. RR=175 anchor_m=175 Swiss=8 | 靴里剑,手斧,藏刃匕首,鲨齿爪,飞鱼,弹簧刀,马龙鱼,淬锋钢

[GDF] seeds: 鱼饵
[GDF] size=10 top 20
  1. RR=248 anchor_m=46 Swiss=9 | 珊瑚,舱底蠕虫,鱼饵,飞鱼,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  2. RR=243 anchor_m=108 Swiss=8 | 鱼饵,海螺壳,飞鱼,淬锋钢,鲨齿爪,绵鳚,马龙鱼,水草
  3. RR=222 anchor_m=95 Swiss=8 | 珊瑚,鱼饵,飞鱼,淬锋钢,鲨齿爪,绵鳚,马龙鱼,海螺壳
  4. RR=241 anchor_m=54 Swiss=9 | 鱼饵,飞鱼,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼,水草
  5. RR=241 anchor_m=41 Swiss=9 | 舱底蠕虫,鱼饵,飞鱼,淬锋钢,鲨齿爪,绵鳚,马龙鱼,水草
  6. RR=232 anchor_m=53 Swiss=9 | 鱼饵,飞鱼,淬锋钢,珊瑚,鲨齿爪,绵鳚,马龙鱼,水草
  7. RR=220 anchor_m=77 Swiss=8 | 鱼饵,飞鱼,独角鲸,淬锋钢,鲨齿爪,绵鳚,马龙鱼,水草
  8. RR=213 anchor_m=87 Swiss=8 | 鱼饵,飞鱼,食人鱼,淬锋钢,鲨齿爪,绵鳚,马龙鱼,水草
  9. RR=246 anchor_m=20 Swiss=9 | 珊瑚,鱼饵,飞鱼,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  10. RR=207 anchor_m=88 Swiss=8 | 鱼饵,飞鱼,弹簧刀,淬锋钢,鲨齿爪,绵鳚,马龙鱼,水草
  11. RR=207 anchor_m=54 Swiss=9 | 珊瑚,鱼饵,飞鱼,靴里剑,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  12. RR=211 anchor_m=45 Swiss=9 | 珊瑚,鱼饵,飞鱼,淬锋钢,鲨齿爪,手斧,弹簧刀,马龙鱼
  13. RR=203 anchor_m=55 Swiss=8 | 珊瑚,鱼饵,飞鱼,淬锋钢,抓钩,鲨齿爪,绵鳚,马龙鱼
  14. RR=202 anchor_m=49 Swiss=9 | 鱼饵,飞鱼,淬锋钢,藏刃匕首,鲨齿爪,绵鳚,马龙鱼,水草
  15. RR=185 anchor_m=82 Swiss=8 | 鱼饵,飞鱼,淬锋钢,皮皮虾,鲨齿爪,绵鳚,马龙鱼,水草
  16. RR=201 anchor_m=42 Swiss=8 | 珊瑚,鱼饵,飞鱼,弹簧刀,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  17. RR=181 anchor_m=73 Swiss=8 | 珊瑚,鱼饵,飞鱼,流星索,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  18. RR=188 anchor_m=59 Swiss=8 | 鱼饵,飞鱼,淬锋钢,靴里剑,鲨齿爪,绵鳚,马龙鱼,水草
  19. RR=176 anchor_m=74 Swiss=8 | 鱼饵,飞鱼,珍珠,淬锋钢,鲨齿爪,绵鳚,马龙鱼,水草
  20. RR=182 anchor_m=59 Swiss=8 | 鱼饵,飞鱼,抓钩,淬锋钢,鲨齿爪,绵鳚,马龙鱼,水草

[GDF] seeds: 鲨齿爪
[GDF] size=10 top 20
  1. RR=261 anchor_m=261 Swiss=9 | 靴里剑,手斧,鲨齿爪,葡萄弹,左轮手枪,弹簧刀,武士刀,刺刀
  2. RR=259 anchor_m=259 Swiss=10 | 流星索,手斧,鲨齿爪,左轮手枪,弹簧刀,武士刀,刺刀,葡萄弹
  3. RR=237 anchor_m=237 Swiss=9 | 流星索,靴里剑,手斧,鲨齿爪,左轮手枪,弹簧刀,武士刀,刺刀
  4. RR=235 anchor_m=235 Swiss=8 | 狼筅,手斧,鲨齿爪,弹簧刀,武士刀,刺刀,靴里剑
  5. RR=235 anchor_m=235 Swiss=9 | 手斧,鲨齿爪,左轮手枪,弹簧刀,武士刀,刺刀,舱底蠕虫,葡萄弹
  6. RR=225 anchor_m=225 Swiss=9 | 流星索,手斧,鲨齿爪,独角鲸,弹簧刀,武士刀,刺刀,靴里剑
  7. RR=220 anchor_m=220 Swiss=9 | 海螺壳,水草,鲨齿爪,绵鳚,马龙鱼,弹簧刀,飞鱼,珊瑚
  8. RR=217 anchor_m=217 Swiss=8 | 靴里剑,手斧,鲨齿爪,淬锋钢,左轮手枪,弹簧刀,武士刀,刺刀
  9. RR=213 anchor_m=213 Swiss=8 | 手斧,鲨齿爪,珊瑚,葡萄弹,左轮手枪,弹簧刀,武士刀,刺刀
  10. RR=206 anchor_m=206 Swiss=8 | 靴里剑,手斧,鲨齿爪,舱底蠕虫,左轮手枪,弹簧刀,武士刀,刺刀
  11. RR=199 anchor_m=199 Swiss=8 | 手斧,鲨齿爪,左轮手枪,弹簧刀,武士刀,刺刀,葡萄弹,三花
  12. RR=190 anchor_m=190 Swiss=9 | 珊瑚,鲨齿爪,绵鳚,马龙鱼,弹簧刀,飞鱼,水草,燃烧响炮
  13. RR=188 anchor_m=188 Swiss=8 | 手斧,鲨齿爪,舱底蠕虫,靴里剑,独角鲸,弹簧刀,武士刀,刺刀
  14. RR=186 anchor_m=186 Swiss=8 | 狼筅,手斧,鲨齿爪,独角鲸,弹簧刀,武士刀,刺刀
  15. RR=186 anchor_m=186 Swiss=9 | 三花,靴里剑,手斧,鲨齿爪,左轮手枪,弹簧刀,武士刀,刺刀
  16. RR=183 anchor_m=183 Swiss=8 | 手斧,鲨齿爪,迷你弯刀,弹簧刀,武士刀,刺刀,靴里剑,舱底蠕虫
  17. RR=180 anchor_m=180 Swiss=8 | 水草,鲨齿爪,绵鳚,马龙鱼,弹簧刀,飞鱼,珍珠,珊瑚
  18. RR=174 anchor_m=174 Swiss=8 | 流星索,手斧,鲨齿爪,舱底蠕虫,左轮手枪,弹簧刀,武士刀,刺刀
  19. RR=173 anchor_m=173 Swiss=9 | 水草,鲨齿爪,绵鳚,马龙鱼,弹簧刀,飞鱼,迷幻蝠鲼,珊瑚
  20. RR=169 anchor_m=169 Swiss=8 | 手斧,迷你弯刀,鲨齿爪,流星索,左轮手枪,弹簧刀,武士刀,刺刀

[GDF] seeds: 鹦鹉皮特
[GDF] size=10 top 20
  1. RR=238 anchor_m=111 Swiss=8 | 舱底蠕虫,鹦鹉皮特,飞鱼,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼
  2. RR=206 anchor_m=195 Swiss=8 | 珊瑚,打火机,水草,绵鳚,毒须鲶,雪怪蟹,鹦鹉皮特,迷幻蝠鲼,皮皮虾,燃烧响炮
  3. RR=191 anchor_m=177 Swiss=8 | 打火机,毒须鲶,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,海螺壳,流星索,燃烧响炮,水草
  4. RR=224 anchor_m=94 Swiss=9 | 靴里剑,飞鱼,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特
  5. RR=217 anchor_m=78 Swiss=8 | 水草,飞鱼,淬锋钢,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特,珊瑚
  6. RR=197 anchor_m=111 Swiss=8 | 靴里剑,舱底蠕虫,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特
  7. RR=178 anchor_m=146 Swiss=7 | 手斧,淬锋钢,鲨齿爪,打火机,绵鳚,马龙鱼,鹦鹉皮特,燃烧响炮
  8. RR=168 anchor_m=155 Swiss=8 | 海螺壳,珍珠,毒须鲶,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草
  9. RR=209 anchor_m=64 Swiss=8 | 手斧,淬锋钢,葡萄弹,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特,燃烧响炮
  10. RR=204 anchor_m=67 Swiss=8 | 飞鱼,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特,燃烧响炮
  11. RR=199 anchor_m=74 Swiss=8 | 迷你弯刀,飞鱼,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特
  12. RR=198 anchor_m=67 Swiss=8 | 靴里剑,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特,燃烧响炮
  13. RR=167 anchor_m=128 Swiss=8 | 打火机,毒须鲶,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,燃烧响炮,水草
  14. RR=160 anchor_m=133 Swiss=8 | 海螺壳,毒须鲶,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,燃烧响炮
  15. RR=188 anchor_m=73 Swiss=8 | 左轮手枪,飞鱼,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特
  16. RR=176 anchor_m=93 Swiss=8 | 靴里剑,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特,打火机
  17. RR=151 anchor_m=136 Swiss=9 | 飞鱼,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特,毒须鲶
  18. RR=177 anchor_m=80 Swiss=8 | 飞鱼,手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特,打火机
  19. RR=151 anchor_m=131 Swiss=8 | 海螺壳,毒须鲶,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,打火机
  20. RR=173 anchor_m=85 Swiss=8 | 海螺壳,飞鱼,淬锋钢,珊瑚,鲨齿爪,绵鳚,马龙鱼,鹦鹉皮特

[GDF] seeds: 龙涎香
[GDF] size=10 top 20
