# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=278 anchor_m=6 Swiss=11 | 燃烧响炮,淬锋钢,燃烧子弹,打火机,篝火,绵鳚,加速烙刀,三花
  7. RR=194 anchor_m=186 Swiss=11 | 雪怪蟹,迷幻蝠鲼,理查森先生,淬锋钢,水车,武士刀,小冰镐
  8. RR=191 anchor_m=191 Swiss=10 | 淬锋钢,水车,武士刀,弹簧刀,加速烙刀,小冰镐
  9. RR=189 anchor_m=189 Swiss=11 | 码头缆索,迷幻蝠鲼,理查森先生,淬锋钢,水车,武士刀
  10. RR=188 anchor_m=188 Swiss=11 | 小冰镐,加速烙刀,燃烧响炮,淬锋钢,水车,武士刀
  11. RR=187 anchor_m=183 Swiss=10 | 拍立蚌,珊瑚,淬锋钢,水车,武士刀,弹簧刀,小冰镐
  12. RR=183 anchor_m=177 Swiss=10 | 拍立蚌,淬锋钢,水车,武士刀,弹簧刀,小冰镐,理查森先生
  13. RR=178 anchor_m=175 Swiss=11 | 舱底蠕虫,手斧,小冰镐,弹簧刀,武士刀,水车,淬锋钢
  14. RR=176 anchor_m=176 Swiss=10 | 雪怪蟹,迷幻蝠鲼,理查森先生,淬锋钢,水车,武士刀,水草
  15. RR=183 anchor_m=160 Swiss=10 | 淬锋钢,船首像,潜水配重,带刃悬浮板,武士刀,藏刃匕首,舱底蠕虫
  16. RR=175 anchor_m=175 Swiss=10 | 淬锋钢,船首像,潜水配重,带刃悬浮板,武士刀,刺刀,舱底蠕虫
  17. RR=170 anchor_m=169 Swiss=10 | 拍立蚌,淬锋钢,水车,武士刀,弹簧刀,盐钳海盗,小冰镐
  18. RR=168 anchor_m=168 Swiss=10 | 理查森先生,淬锋钢,水车,武士刀,码头缆索,珊瑚
  19. RR=167 anchor_m=167 Swiss=10 | 毒须鲶,迷幻蝠鲼,理查森先生,淬锋钢,水车,武士刀,珊瑚
  20. RR=166 anchor_m=166 Swiss=11 | 毒须鲶,雪怪蟹,淬锋钢,水车,武士刀,弹簧刀,小冰镐

[GDF] seeds: 毒须鲶
[GDF] size=10 top 20
  1. RR=255 anchor_m=102 Swiss=10 | 篝火,毒须鲶,潜水配重,枪套,燃烧响炮,绵鳚,打火机,大钢弩
  2. RR=252 anchor_m=252 Swiss=11 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩,枪套
  3. RR=245 anchor_m=245 Swiss=11 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩,拍立蚌
  4. RR=231 anchor_m=231 Swiss=10 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,小冰镐,大钢弩
  5. RR=222 anchor_m=222 Swiss=10 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩,流星索
  6. RR=209 anchor_m=207 Swiss=10 | 篝火,毒须鲶,大钢弩,淬锋钢,燃烧子弹,燃烧响炮,绵鳚,打火机
  7. RR=205 anchor_m=205 Swiss=10 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,手雷,大钢弩
  8. RR=196 anchor_m=196 Swiss=10 | 篝火,毒须鲶,枪套,拍立蚌,燃烧响炮,绵鳚,打火机,大钢弩
  9. RR=194 anchor_m=194 Swiss=10 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩,葡萄弹
  10. RR=193 anchor_m=193 Swiss=10 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,靴里剑,大钢弩
  11. RR=251 anchor_m=71 Swiss=10 | 毒须鲶,燃烧响炮,枪套,大钢弩,加速烙刀,绵鳚,潜水配重,飞鱼
  12. RR=191 anchor_m=191 Swiss=10 | 篝火,毒须鲶,枪套,燃烧响炮,绵鳚,打火机,流星索,大钢弩
  13. RR=248 anchor_m=71 Swiss=11 | 毒须鲶,燃烧响炮,枪套,加速烙刀,绵鳚,潜水配重,水母,大钢弩
  14. RR=185 anchor_m=185 Swiss=10 | 篝火,毒须鲶,枪套,燃烧响炮,绵鳚,藏刃匕首,打火机,大钢弩
  15. RR=222 anchor_m=110 Swiss=11 | 珊瑚,篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩
  16. RR=220 anchor_m=103 Swiss=10 | 理查森先生,篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩
  17. RR=180 anchor_m=179 Swiss=10 | 蔻森娜纹章,篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩
  18. RR=171 anchor_m=171 Swiss=10 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩,海螺壳
  19. RR=231 anchor_m=48 Swiss=11 | 篝火,毒须鲶,绵鳚,打火机,燃烧子弹,套娃,大钢弩,枪套
  20. RR=170 anchor_m=170 Swiss=10 | 篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩,龙涎香

[GDF] seeds: 水母
[GDF] size=10 top 20
  1. RR=216 anchor_m=192 Swiss=11 | 大钢弩,枪套,小冰镐,加速烙刀,绵鳚,潜水配重,水母,拍立蚌
  2. RR=216 anchor_m=191 Swiss=11 | 枪套,加速烙刀,绵鳚,潜水配重,水母,拍立蚌,流星索,大钢弩
  3. RR=200 anchor_m=182 Swiss=11 | 手雷,大钢弩,枪套,加速烙刀,绵鳚,潜水配重,水母,拍立蚌
  4. RR=194 anchor_m=181 Swiss=10 | 大钢弩,枪套,葡萄弹,加速烙刀,绵鳚,潜水配重,水母,拍立蚌
  5. RR=184 anchor_m=183 Swiss=10 | 大钢弩,枪套,加速烙刀,绵鳚,潜水配重,独角鲸,水母,拍立蚌
  6. RR=196 anchor_m=157 Swiss=10 | 枪套,燃烧响炮,大钢弩,加速烙刀,绵鳚,潜水配重,水母,拍立蚌
  7. RR=184 anchor_m=180 Swiss=10 | 大钢弩,枪套,加速烙刀,绵鳚,潜水配重,水母,拍立蚌,套娃
  8. RR=185 anchor_m=174 Swiss=11 | 手斧,大钢弩,枪套,加速烙刀,绵鳚,潜水配重,水母,拍立蚌
  9. RR=183 anchor_m=166 Swiss=10 | 枪套,加速烙刀,绵鳚,潜水配重,水母,独角鲸,流星索,大钢弩
  10. RR=177 anchor_m=173 Swiss=10 | 大钢弩,枪套,淬锋钢,加速烙刀,绵鳚,潜水配重,水母,拍立蚌
  11. RR=177 anchor_m=167 Swiss=10 | 枪套,加速烙刀,绵鳚,潜水配重,水母,流星索,大钢弩,小冰镐
  12. RR=174 anchor_m=169 Swiss=10 | 大钢弩,枪套,水草,加速烙刀,绵鳚,潜水配重,水母,拍立蚌
  13. RR=173 anchor_m=164 Swiss=11 | 大钢弩,枪套,加速烙刀,绵鳚,潜水配重,水母,珍珠,拍立蚌
  14. RR=167 anchor_m=165 Swiss=9 | 大钢弩,枪套,加速烙刀,绵鳚,十手,潜水配重,水母,拍立蚌
  15. RR=163 anchor_m=162 Swiss=9 | 大钢弩,弹簧刀,枪套,加速烙刀,绵鳚,潜水配重,水母,拍立蚌
  16. RR=166 anchor_m=155 Swiss=10 | 枪套,大钢弩,燃烧响炮,燃烧子弹,加速烙刀,绵鳚,潜水配重,水母
  17. RR=165 anchor_m=157 Swiss=9 | 蝶剑,大钢弩,枪套,加速烙刀,绵鳚,潜水配重,水母,拍立蚌
  18. RR=163 anchor_m=158 Swiss=10 | 大钢弩,枪套,加速烙刀,绵鳚,潜水配重,藏刃匕首,水母,拍立蚌
  19. RR=169 anchor_m=143 Swiss=10 | 燃烧响炮,小冰镐,大钢弩,枪套,加速烙刀,绵鳚,潜水配重,水母
  20. RR=173 anchor_m=135 Swiss=10 | 流星索,燃烧响炮,枪套,大钢弩,加速烙刀,绵鳚,潜水配重,水母

[GDF] seeds: 水草
[GDF] size=10 top 20
  1. RR=270 anchor_m=118 Swiss=11 | 飞鱼,潜水配重,水草,枪套,燃烧响炮,绵鳚,加速烙刀,大钢弩
  2. RR=264 anchor_m=136 Swiss=10 | 飞鱼,潜水配重,水草,枪套,打火机,绵鳚,加速烙刀,大钢弩
  3. RR=259 anchor_m=122 Swiss=10 | 水母,潜水配重,水草,燃烧响炮,绵鳚,加速烙刀,枪套,大钢弩
  4. RR=223 anchor_m=125 Swiss=11 | 潜水配重,水草,枪套,大钢弩,藏刃匕首,绵鳚,加速烙刀,燃烧响炮
  5. RR=201 anchor_m=166 Swiss=10 | 珊瑚,小冰镐,海螺壳,潜水配重,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草
  6. RR=205 anchor_m=130 Swiss=10 | 飞鱼,潜水配重,水草,燃烧响炮,大钢弩,藏刃匕首,加速烙刀,枪套
  7. RR=189 anchor_m=152 Swiss=11 | 小冰镐,珊瑚,珍珠,拍立蚌,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草
  8. RR=182 anchor_m=148 Swiss=10 | 小冰镐,海螺壳,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草,拍立蚌,珍珠
  9. RR=179 anchor_m=147 Swiss=10 | 小冰镐,鱼饵,珊瑚,海螺壳,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草
  10. RR=178 anchor_m=141 Swiss=10 | 小冰镐,珊瑚,拍立蚌,海螺壳,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草
  11. RR=174 anchor_m=141 Swiss=10 | 小冰镐,鱼饵,潜水配重,海螺壳,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草
  12. RR=172 anchor_m=145 Swiss=10 | 小冰镐,珍珠,鱼饵,珊瑚,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草
  13. RR=189 anchor_m=107 Swiss=11 | 飞鱼,水母,潜水配重,水草,燃烧响炮,大钢弩,加速烙刀,枪套
  14. RR=173 anchor_m=127 Swiss=10 | 飞鱼,潜水配重,水草,燃烧响炮,流星索,大钢弩,加速烙刀,枪套
  15. RR=174 anchor_m=117 Swiss=10 | 小冰镐,水草,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚
  16. RR=165 anchor_m=128 Swiss=11 | 小冰镐,鱼饵,潜水配重,珊瑚,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草
  17. RR=165 anchor_m=127 Swiss=10 | 小冰镐,鱼饵,珊瑚,拍立蚌,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草
  18. RR=170 anchor_m=115 Swiss=10 | 小冰镐,鱼饵,海螺壳,水草,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚
  19. RR=157 anchor_m=134 Swiss=9 | 珊瑚,小冰镐,海螺壳,龙涎香,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草
  20. RR=153 anchor_m=141 Swiss=10 | 小冰镐,珊瑚,拍立蚌,毒须鲶,迷幻蝠鲼,雪怪蟹,元素深水炸弹,绵鳚,水草

[GDF] seeds: 水车
[GDF] size=10 top 20
  1. RR=241 anchor_m=241 Swiss=10 | 加速烙刀,藏刃匕首,燃烧响炮,水车,套娃,枪套,小冰镐
  2. RR=207 anchor_m=207 Swiss=10 | 加速烙刀,小冰镐,船舵,水车,打火机,珊瑚
  3. RR=201 anchor_m=201 Swiss=10 | 加速烙刀,枪套,小冰镐,燃烧响炮,水车,套娃,打火机
  4. RR=199 anchor_m=199 Swiss=11 | 珊瑚,加速烙刀,小冰镐,套娃,水车,打火机,燃烧响炮
  5. RR=195 anchor_m=195 Swiss=9 | 加速烙刀,拍立蚌,水车,潜水配重,水草,毒须鲶,理查森先生
  6. RR=194 anchor_m=194 Swiss=10 | 小冰镐,加速烙刀,拍立蚌,水车,潜水配重,毒须鲶,理查森先生
  7. RR=193 anchor_m=193 Swiss=11 | 枪套,珊瑚,加速烙刀,小冰镐,套娃,水车,打火机
  8. RR=193 anchor_m=193 Swiss=9 | 枪套,加速烙刀,理查森先生,小冰镐,套娃,水车,打火机
  9. RR=192 anchor_m=192 Swiss=10 | 加速烙刀,小冰镐,枪套,套娃,水车,打火机,藏刃匕首
  10. RR=189 anchor_m=189 Swiss=10 | 理查森先生,加速烙刀,小冰镐,船舵,水车,打火机
  11. RR=183 anchor_m=183 Swiss=11 | 加速烙刀,小冰镐,枪套,流星索,套娃,水车,打火机
  12. RR=182 anchor_m=182 Swiss=11 | 水草,加速烙刀,拍立蚌,水车,潜水配重,珊瑚,毒须鲶
  13. RR=182 anchor_m=182 Swiss=9 | 水草,小冰镐,加速烙刀,拍立蚌,水车,潜水配重,毒须鲶
  14. RR=175 anchor_m=175 Swiss=11 | 加速烙刀,小冰镐,拍立蚌,枪套,套娃,水车,打火机
  15. RR=175 anchor_m=175 Swiss=10 | 加速烙刀,理查森先生,拍立蚌,水车,潜水配重,珊瑚,毒须鲶
  16. RR=171 anchor_m=171 Swiss=11 | 加速烙刀,小冰镐,盐钳海盗,枪套,套娃,水车,打火机
  17. RR=170 anchor_m=168 Swiss=11 | 烈酒杯,加速烙刀,绵鳚,小冰镐,燃烧响炮,水车,打火机
  18. RR=168 anchor_m=168 Swiss=10 | 加速烙刀,珊瑚,理查森先生,小冰镐,套娃,水车,打火机
  19. RR=167 anchor_m=167 Swiss=10 | 加速烙刀,藏刃匕首,船舵,水车,燃烧响炮,小冰镐
  20. RR=166 anchor_m=166 Swiss=10 | 加速烙刀,藏刃匕首,水车,套娃,理查森先生,烈酒杯,小冰镐

[GDF] seeds: 沙滩充气球
[GDF] size=10 top 20
  1. RR=251 anchor_m=114 Swiss=10 | 大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼,枪套
  2. RR=234 anchor_m=217 Swiss=11 | 集成式HUD,大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼
  3. RR=224 anchor_m=199 Swiss=11 | 大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼,蔻森娜纹章
  4. RR=211 anchor_m=194 Swiss=10 | 大钢弩,沙滩充气球,潜水配重,鱼饵,六分仪,烈酒杯,吸血章鱼
  5. RR=215 anchor_m=186 Swiss=10 | 沙滩充气球,潜水配重,六分仪,烈酒杯,大钢弩,淬锋钢,吸血章鱼
  6. RR=209 anchor_m=192 Swiss=11 | 大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,迷幻蝠鲼,吸血章鱼
  7. RR=207 anchor_m=190 Swiss=10 | 大钢弩,燃烧子弹,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼
  8. RR=205 anchor_m=186 Swiss=11 | 大钢弩,沙滩充气球,潜水配重,六分仪,舱底蠕虫,烈酒杯,吸血章鱼
  9. RR=201 anchor_m=185 Swiss=10 | 火药角,大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼
  10. RR=201 anchor_m=176 Swiss=10 | 淬锋钢,大钢弩,沙滩充气球,六分仪,潜水配重,吸血章鱼,枪套
  11. RR=194 anchor_m=176 Swiss=11 | 大钢弩,沙滩充气球,潜水配重,六分仪,拍立蚌,烈酒杯,吸血章鱼
  12. RR=187 anchor_m=172 Swiss=10 | 刺刀,大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼
  13. RR=188 anchor_m=147 Swiss=10 | 淬锋钢,沙滩充气球,潜水配重,六分仪,吸血章鱼,枪套,牌桌
  14. RR=179 anchor_m=159 Swiss=10 | 淬锋钢,沙滩充气球,六分仪,潜水配重,吸血章鱼,消音器,牌桌
  15. RR=179 anchor_m=155 Swiss=11 | 大钢弩,沙滩充气球,潜水配重,六分仪,雪怪蟹,烈酒杯,吸血章鱼
  16. RR=177 anchor_m=146 Swiss=9 | 沙滩充气球,潜水配重,六分仪,吸血章鱼,枪套,牌桌,烈酒杯
  17. RR=213 anchor_m=69 Swiss=10 | 大钢弩,沙滩充气球,烈酒杯,炮弹,潜水配重,六分仪,吸血章鱼
  18. RR=167 anchor_m=154 Swiss=10 | 手斧,大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼
  19. RR=169 anchor_m=148 Swiss=10 | 大钢弩,沙滩充气球,潜水配重,六分仪,小冰镐,烈酒杯,吸血章鱼
  20. RR=159 anchor_m=143 Swiss=10 | 烈酒杯,牌桌,沙滩充气球,潜水配重,六分仪,舱底蠕虫,吸血章鱼

[GDF] seeds: 河豚
[GDF] size=10 top 20
  1. RR=264 anchor_m=113 Swiss=11 | 大钢弩,烈酒杯,加速烙刀,绵鳚,潜水配重,水母,河豚
  2. RR=244 anchor_m=243 Swiss=10 | 枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚,燃烧子弹
  3. RR=233 anchor_m=226 Swiss=11 | 烈酒杯,加速烙刀,绵鳚,潜水配重,水母,河豚,燃烧子弹,燃烧响炮
  4. RR=227 anchor_m=194 Swiss=10 | 大钢弩,鳐鲨,潜水配重,水母,飞鱼,河豚,烈酒杯
  5. RR=209 anchor_m=203 Swiss=9 | 枪套,燃烧响炮,加速烙刀,绵鳚,水草,潜水配重,水母,河豚
  6. RR=199 anchor_m=174 Swiss=11 | 大钢弩,鳐鲨,潜水配重,水母,独角鲸,飞鱼,河豚
  7. RR=198 anchor_m=166 Swiss=10 | 大钢弩,鳐鲨,枪套,潜水配重,水母,飞鱼,河豚
  8. RR=184 anchor_m=183 Swiss=10 | 烈酒杯,加速烙刀,绵鳚,潜水配重,水母,河豚,燃烧子弹,拍立蚌
  9. RR=190 anchor_m=164 Swiss=11 | 吸血章鱼,大钢弩,鳐鲨,潜水配重,水母,飞鱼,河豚
  10. RR=229 anchor_m=85 Swiss=11 | 燃烧响炮,打火机,枪套,加速烙刀,绵鳚,潜水配重,水母,河豚
  11. RR=181 anchor_m=179 Swiss=10 | 枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,珊瑚,水母,河豚
  12. RR=178 anchor_m=163 Swiss=10 | 大钢弩,流星索,鳐鲨,潜水配重,水母,飞鱼,河豚
  13. RR=173 anchor_m=167 Swiss=9 | 水草,绵鳚,元素深水炸弹,雪怪蟹,河豚,潜水配重,飞鱼,小冰镐
  14. RR=191 anchor_m=131 Swiss=10 | 枪套,燃烧响炮,小冰镐,加速烙刀,绵鳚,潜水配重,水母,河豚
  15. RR=175 anchor_m=154 Swiss=10 | 大钢弩,鳐鲨,绵鳚,潜水配重,水母,飞鱼,河豚
  16. RR=174 anchor_m=152 Swiss=10 | 枪套,拍立蚌,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚
  17. RR=167 anchor_m=165 Swiss=10 | 鳐鲨,潜水配重,水母,珍珠,飞鱼,河豚,大钢弩
  18. RR=201 anchor_m=95 Swiss=10 | 燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚,大钢弩
  19. RR=164 anchor_m=164 Swiss=10 | 烈酒杯,加速烙刀,绵鳚,潜水配重,水母,河豚,燃烧子弹,套娃
  20. RR=166 anchor_m=155 Swiss=10 | 河豚,雪怪蟹,元素深水炸弹,绵鳚,潜水配重,珊瑚,小冰镐,珍珠

[GDF] seeds: 流星索
[GDF] size=10 top 20
  1. RR=253 anchor_m=100 Swiss=11 | 加速烙刀,篝火,绵鳚,打火机,燃烧子弹,流星索,珊瑚,燃烧响炮
  2. RR=215 anchor_m=202 Swiss=11 | 篝火,加速烙刀,打火机,绵鳚,流星索,套娃,枪套,燃烧响炮
  3. RR=234 anchor_m=156 Swiss=10 | 篝火,加速烙刀,打火机,流星索,枪套,小冰镐,绵鳚,燃烧响炮
  4. RR=214 anchor_m=185 Swiss=11 | 篝火,加速烙刀,打火机,流星索,枪套,燃烧响炮,绵鳚,盐钳海盗
  5. RR=248 anchor_m=110 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,流星索,珊瑚,枪套,燃烧响炮
  6. RR=231 anchor_m=143 Swiss=10 | 枪套,理查森先生,篝火,绵鳚,加速烙刀,打火机,流星索,燃烧响炮
  7. RR=213 anchor_m=177 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,流星索,珊瑚,枪套,燃烧响炮
  8. RR=221 anchor_m=142 Swiss=11 | 篝火,加速烙刀,打火机,流星索,枪套,大钢弩,燃烧响炮
  9. RR=247 anchor_m=68 Swiss=10 | 篝火,绵鳚,加速烙刀,打火机,流星索,燃烧响炮,大钢弩
  10. RR=192 anchor_m=174 Swiss=10 | 篝火,加速烙刀,打火机,绵鳚,藏刃匕首,流星索,枪套,燃烧响炮
  11. RR=224 anchor_m=103 Swiss=11 | 篝火,加速烙刀,打火机,流星索,大钢弩,烈酒杯,燃烧响炮
  12. RR=185 anchor_m=170 Swiss=10 | 篝火,加速烙刀,套娃,燃烧子弹,打火机,流星索,枪套,燃烧响炮
  13. RR=208 anchor_m=116 Swiss=10 | 枪套,篝火,绵鳚,加速烙刀,打火机,燃烧子弹,流星索,燃烧响炮
  14. RR=203 anchor_m=121 Swiss=10 | 小冰镐,篝火,绵鳚,加速烙刀,燃烧子弹,打火机,流星索,燃烧响炮
  15. RR=194 anchor_m=136 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,拍立蚌,流星索,珊瑚,燃烧响炮
  16. RR=237 anchor_m=45 Swiss=11 | 篝火,毒须鲶,绵鳚,打火机,燃烧子弹,流星索,燃烧响炮,大钢弩
  17. RR=205 anchor_m=101 Swiss=10 | 加速烙刀,篝火,打火机,烈酒杯,流星索,珊瑚,绵鳚,燃烧响炮
  18. RR=179 anchor_m=125 Swiss=9 | 篝火,加速烙刀,烈酒杯,打火机,绵鳚,理查森先生,流星索,燃烧响炮
  19. RR=162 anchor_m=154 Swiss=9 | 篝火,绵鳚,加速烙刀,枪套,打火机,流星索,燃烧响炮,手斧
  20. RR=163 anchor_m=149 Swiss=10 | 篝火,绵鳚,加速烙刀,打火机,流星索,燃烧子弹,燃烧响炮,手斧

[GDF] seeds: 海底热泉
[GDF] size=10 top 20
  1. RR=278 anchor_m=240 Swiss=11 | 大钢弩,燃烧响炮,海底热泉,绵鳚,篝火,加速烙刀
  2. RR=272 anchor_m=263 Swiss=11 | 大钢弩,燃烧响炮,燃烧子弹,海底热泉,篝火,加速烙刀
  3. RR=250 anchor_m=221 Swiss=10 | 珊瑚,绵鳚,燃烧响炮,燃烧子弹,海底热泉,篝火,加速烙刀
  4. RR=242 anchor_m=220 Swiss=11 | 燃烧响炮,海底热泉,篝火,加速烙刀,烈酒杯,大钢弩
  5. RR=232 anchor_m=200 Swiss=10 | 燃烧响炮,绵鳚,珊瑚,打火机,海底热泉,篝火,加速烙刀
  6. RR=242 anchor_m=161 Swiss=11 | 枪套,燃烧响炮,绵鳚,打火机,海底热泉,篝火,加速烙刀
  7. RR=229 anchor_m=183 Swiss=10 | 燃烧响炮,燃烧子弹,拍立蚌,海底热泉,绵鳚,篝火,加速烙刀
  8. RR=210 anchor_m=194 Swiss=10 | 燃烧响炮,大钢弩,打火机,海底热泉,篝火,加速烙刀
  9. RR=240 anchor_m=129 Swiss=10 | 燃烧响炮,燃烧子弹,套娃,海底热泉,篝火,绵鳚,加速烙刀
  10. RR=201 anchor_m=196 Swiss=11 | 理查森先生,绵鳚,燃烧响炮,海底热泉,篝火,加速烙刀,烈酒杯
  11. RR=208 anchor_m=174 Swiss=10 | 枪套,燃烧响炮,海底热泉,潜水配重,绵鳚,加速烙刀,打火机,珊瑚
  12. RR=207 anchor_m=170 Swiss=11 | 燃烧响炮,绵鳚,打火机,海底热泉,篝火,加速烙刀,烈酒杯
  13. RR=193 anchor_m=182 Swiss=10 | 燃烧响炮,绵鳚,打火机,海底热泉,篝火,加速烙刀,拍立蚌
  14. RR=189 anchor_m=171 Swiss=10 | 燃烧响炮,绵鳚,打火机,海底热泉,篝火,加速烙刀,小冰镐
  15. RR=185 anchor_m=178 Swiss=10 | 燃烧子弹,燃烧响炮,绵鳚,小冰镐,海底热泉,篝火,加速烙刀
  16. RR=259 anchor_m=24 Swiss=11 | 燃烧响炮,燃烧子弹,打火机,海底热泉,篝火,绵鳚,加速烙刀
  17. RR=186 anchor_m=169 Swiss=10 | 流星索,绵鳚,燃烧响炮,燃烧子弹,海底热泉,篝火,加速烙刀
  18. RR=170 anchor_m=169 Swiss=10 | 珊瑚,绵鳚,燃烧响炮,海底热泉,篝火,加速烙刀,烈酒杯
  19. RR=169 anchor_m=161 Swiss=10 | 燃烧响炮,燃烧子弹,海底热泉,绵鳚,篝火,加速烙刀,枪套
  20. RR=176 anchor_m=132 Swiss=10 | 燃烧响炮,燃烧子弹,淬锋钢,海底热泉,绵鳚,篝火,加速烙刀

[GDF] seeds: 海影宝驹
[GDF] size=10 top 20
  1. RR=276 anchor_m=241 Swiss=10 | 燃烧响炮,小冰镐,绵鳚,加速烙刀,枪套,打火机,海影宝驹,藏刃匕首
  2. RR=276 anchor_m=214 Swiss=11 | 燃烧响炮,小冰镐,潜水配重,绵鳚,加速烙刀,枪套,打火机,海影宝驹
  3. RR=249 anchor_m=226 Swiss=11 | 燃烧响炮,烈酒杯,小冰镐,绵鳚,加速烙刀,打火机,枪套,海影宝驹
  4. RR=230 anchor_m=214 Swiss=10 | 手斧,燃烧响炮,小冰镐,绵鳚,加速烙刀,枪套,打火机,海影宝驹
  5. RR=232 anchor_m=203 Swiss=10 | 燃烧响炮,燃烧子弹,小冰镐,绵鳚,加速烙刀,打火机,枪套,海影宝驹
  6. RR=220 anchor_m=204 Swiss=10 | 燃烧响炮,小冰镐,绵鳚,加速烙刀,枪套,打火机,葡萄弹,海影宝驹
  7. RR=218 anchor_m=207 Swiss=10 | 燃烧响炮,珊瑚,小冰镐,绵鳚,加速烙刀,枪套,打火机,海影宝驹
  8. RR=226 anchor_m=180 Swiss=10 | 燃烧响炮,小冰镐,绵鳚,加速烙刀,篝火,打火机,海影宝驹
  9. RR=215 anchor_m=193 Swiss=11 | 燃烧响炮,小冰镐,绵鳚,加速烙刀,枪套,流星索,打火机,海影宝驹
  10. RR=203 anchor_m=189 Swiss=11 | 燃烧响炮,淬锋钢,小冰镐,绵鳚,加速烙刀,枪套,打火机,海影宝驹
  11. RR=198 anchor_m=188 Swiss=10 | 燃烧响炮,小冰镐,绵鳚,加速烙刀,枪套,打火机,靴里剑,海影宝驹
  12. RR=194 anchor_m=191 Swiss=10 | 燃烧响炮,小冰镐,绵鳚,加速烙刀,枪套,打火机,鹦鹉皮特,海影宝驹
  13. RR=194 anchor_m=189 Swiss=9 | 盐钳海盗,燃烧响炮,小冰镐,绵鳚,加速烙刀,枪套,打火机,海影宝驹
  14. RR=192 anchor_m=188 Swiss=11 | 燃烧响炮,小冰镐,绵鳚,加速烙刀,枪套,打火机,理查森先生,海影宝驹
  15. RR=192 anchor_m=184 Swiss=10 | 小冰镐,海影宝驹,珊瑚,潜水配重,水母,雪怪蟹,元素深水炸弹,水草
  16. RR=184 anchor_m=161 Swiss=10 | 小冰镐,海影宝驹,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,水草
  17. RR=179 anchor_m=166 Swiss=10 | 小冰镐,绵鳚,潜水配重,毒须鲶,雪怪蟹,元素深水炸弹,珊瑚,海影宝驹
  18. RR=168 anchor_m=163 Swiss=10 | 燃烧响炮,十手,小冰镐,绵鳚,加速烙刀,枪套,打火机,海影宝驹
  19. RR=168 anchor_m=163 Swiss=9 | 燃烧响炮,弹簧刀,小冰镐,绵鳚,加速烙刀,枪套,打火机,海影宝驹
  20. RR=169 anchor_m=158 Swiss=11 | 小冰镐,绵鳚,海影宝驹,珊瑚,潜水配重,水母,雪怪蟹,元素深水炸弹

[GDF] seeds: 海狗沙龙
[GDF] size=10 top 20
