# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 云精灵
[GDF] size=10 top 20
  1. RR=283 anchor_m=262 Swiss=9 | 彩虹药水,红宝石,蜡烛,香炉,火焰药水,瓶装闪电,煅烧釜,云精灵
  12. RR=185 anchor_m=80 Swiss=8 | 萤火虫,蜡烛,蛇怪之牙,瓶装闪电,红宝石,手术刀,彩虹药水,贤者之石,香炉
  13. RR=174 anchor_m=100 Swiss=8 | 蜡烛,碎瓶,蛇怪之牙,红宝石,萤火虫,手术刀,彩虹药水,贤者之石,香炉
  14. RR=174 anchor_m=97 Swiss=8 | 彩虹药水,毒液注射,蜡烛,蛇怪之牙,倒刺利爪,红宝石,手术刀,贤者之石,香炉
  15. RR=164 anchor_m=111 Swiss=8 | 剧毒药水,蜡烛,火焰药水,蛇怪之牙,红宝石,手术刀,彩虹药水,贤者之石,香炉
  16. RR=169 anchor_m=97 Swiss=8 | 蜡烛,蛇怪之牙,红宝石,贤者之石,香炉,拆信刀,地刺陷阱,火焰药水,手术刀
  17. RR=174 anchor_m=87 Swiss=8 | 地刺陷阱,毒液注射,蜡烛,蛇怪之牙,红宝石,手术刀,贤者之石,香炉,瓶装闪电
  18. RR=162 anchor_m=102 Swiss=9 | 蜡烛,蛇怪之牙,红宝石,贤者之石,香炉,地刺陷阱,彩虹药水,拆信刀,手术刀
  19. RR=161 anchor_m=98 Swiss=8 | 蜡烛,碎瓶,蛇怪之牙,红宝石,手术刀,彩虹药水,贤者之石,香炉,硫磺
  20. RR=160 anchor_m=79 Swiss=8 | 毒液注射,蜡烛,蛇怪之牙,红宝石,手术刀,倒刺利爪,地刺陷阱,贤者之石,香炉

[GDF] seeds: 蜡烛
[GDF] size=10 top 20
  1. RR=252 anchor_m=251 Swiss=9 | 红宝石,香炉,碎瓶,彩虹药水,火焰药水,瓶装闪电,展示玻璃球,蜡烛
  2. RR=246 anchor_m=246 Swiss=9 | 红宝石,香炉,萤火虫,碎瓶,彩虹药水,昏睡药水,火焰药水,瓶装闪电,蜡烛
  3. RR=244 anchor_m=244 Swiss=9 | 红宝石,香炉,碎瓶,彩虹药水,火焰药水,塔兹迪亚匕首,瓶装闪电,萤火虫,蜡烛
  4. RR=240 anchor_m=240 Swiss=8 | 红宝石,碎瓶,香炉,昏睡药水,彩虹药水,瓶装闪电,火焰药水,塔兹迪亚匕首,蜡烛
  5. RR=235 anchor_m=235 Swiss=9 | 红宝石,香炉,碎瓶,彩虹药水,贤者之石,火焰药水,塔兹迪亚匕首,瓶装闪电,蜡烛
  6. RR=233 anchor_m=233 Swiss=8 | 红宝石,香炉,萤火虫,碎瓶,地刺陷阱,彩虹药水,火焰药水,瓶装闪电,蜡烛
  7. RR=230 anchor_m=230 Swiss=8 | 贤者之石,红宝石,香炉,萤火虫,碎瓶,彩虹药水,火焰药水,瓶装闪电,蜡烛
  8. RR=226 anchor_m=225 Swiss=8 | 红宝石,手术刀,香炉,碎瓶,彩虹药水,蛇怪之牙,火焰药水,瓶装闪电,蜡烛
  9. RR=221 anchor_m=221 Swiss=9 | 红宝石,香炉,碎瓶,彩虹药水,火焰药水,塔兹迪亚匕首,瓶装闪电,地刺陷阱,蜡烛
  10. RR=218 anchor_m=218 Swiss=8 | 红宝石,香炉,萤火虫,碎瓶,硫磺,彩虹药水,火焰药水,瓶装闪电,蜡烛
  11. RR=208 anchor_m=208 Swiss=8 | 红宝石,香炉,鳄鱼眼泪,云精灵,彩虹药水,瓶装闪电,蜡烛,火焰药水,碎瓶
  12. RR=203 anchor_m=201 Swiss=8 | 红宝石,香炉,煅烧釜,碎瓶,彩虹药水,火焰药水,瓶装闪电,蜡烛
  13. RR=201 anchor_m=201 Swiss=8 | 红宝石,香炉,碎瓶,彩虹药水,火焰药水,塔兹迪亚匕首,瓶装闪电,再生药水,蜡烛
  14. RR=192 anchor_m=192 Swiss=8 | 红宝石,香炉,地刺陷阱,贤者之石,碎瓶,彩虹药水,火焰药水,瓶装闪电,蜡烛
  15. RR=183 anchor_m=183 Swiss=10 | 红宝石,香炉,碎瓶,彩虹药水,蛇怪之牙,硫磺,火焰药水,瓶装闪电,蜡烛
  16. RR=183 anchor_m=183 Swiss=9 | 硫磺,红宝石,香炉,碎瓶,彩虹药水,贤者之石,火焰药水,瓶装闪电,蜡烛
  17. RR=182 anchor_m=182 Swiss=8 | 硫磺,红宝石,香炉,碎瓶,彩虹药水,火焰药水,瓶装闪电,蜡烛,地刺陷阱
  18. RR=179 anchor_m=179 Swiss=9 | 红宝石,香炉,硫磺,碎瓶,彩虹药水,火焰药水,塔兹迪亚匕首,瓶装闪电,蜡烛
  19. RR=178 anchor_m=178 Swiss=8 | 红宝石,香炉,地刺陷阱,碎瓶,彩虹药水,昏睡药水,火焰药水,瓶装闪电,蜡烛
  20. RR=176 anchor_m=176 Swiss=8 | 红宝石,香炉,云精灵,萤火虫,碎瓶,彩虹药水,火焰药水,瓶装闪电,蜡烛

[GDF] seeds: 贤者之石
[GDF] size=10 top 20
  1. RR=294 anchor_m=25 Swiss=9 | 蜡烛,翡翠,贤者之石,毒液注射,倒刺利爪,毒液,地刺陷阱,真菌孢子,鳄鱼眼泪
  2. RR=269 anchor_m=243 Swiss=9 | 蜡烛,翡翠,贤者之石,毒液注射,倒刺利爪,毒液,地刺陷阱,火焰药水,真菌孢子
  3. RR=270 anchor_m=213 Swiss=9 | 蜡烛,翡翠,贤者之石,毒液注射,倒刺利爪,毒液,彩虹药水,地刺陷阱,真菌孢子
  4. RR=279 anchor_m=165 Swiss=8 | 蜡烛,翡翠,贤者之石,毒液注射,倒刺利爪,毒液,地刺陷阱,真菌孢子,红宝石
  5. RR=253 anchor_m=212 Swiss=9 | 蜡烛,翡翠,贤者之石,毒液注射,倒刺利爪,毒液,地刺陷阱,香炉,真菌孢子
  6. RR=260 anchor_m=160 Swiss=8 | 翡翠,贤者之石,毒液注射,倒刺利爪,毒液,毒蜥,地刺陷阱,真菌孢子,水蛭
  7. RR=242 anchor_m=178 Swiss=9 | 翡翠,贤者之石,毒液注射,倒刺利爪,毒液,地刺陷阱,真菌孢子,水蛭,黑玫瑰
  8. RR=248 anchor_m=159 Swiss=8 | 翡翠,贤者之石,毒液注射,倒刺利爪,毒液,毒芹,地刺陷阱,真菌孢子,水蛭
  9. RR=241 anchor_m=164 Swiss=8 | 翡翠,贤者之石,毒液注射,倒刺利爪,毒液,地刺陷阱,真菌孢子,水蛭,笔与墨
  10. RR=253 anchor_m=140 Swiss=8 | 翡翠,贤者之石,毒液注射,倒刺利爪,毒液,彩虹药水,地刺陷阱,真菌孢子,水蛭
  11. RR=235 anchor_m=161 Swiss=9 | 水蛭,翡翠,贤者之石,毒液注射,腐朽圣像,倒刺利爪,毒液,真菌孢子
  12. RR=224 anchor_m=154 Swiss=8 | 翡翠,鳄鱼眼泪,贤者之石,地刺陷阱,毒液注射,倒刺利爪,毒液,水蛭,真菌孢子
  13. RR=208 anchor_m=173 Swiss=8 | 翡翠,腐朽圣像,贤者之石,水蛭,倒刺利爪,毒液,地刺陷阱,真菌孢子
  14. RR=215 anchor_m=147 Swiss=8 | 地刺陷阱,翡翠,贤者之石,倒刺利爪,毒液,曲颈甑,真菌孢子,水蛭
  15. RR=200 anchor_m=176 Swiss=8 | 翡翠,剧毒药水,贤者之石,毒液注射,倒刺利爪,毒液,地刺陷阱,真菌孢子,水蛭
  16. RR=237 anchor_m=98 Swiss=9 | 蜡烛,翡翠,贤者之石,毒液注射,倒刺利爪,毒液,地刺陷阱,蛇怪之牙,真菌孢子
  17. RR=186 anchor_m=183 Swiss=9 | 翡翠,贤者之石,毒液注射,倒刺利爪,毒液,毒芹,地刺陷阱,蜡烛,真菌孢子
  18. RR=193 anchor_m=167 Swiss=8 | 水蛭,翡翠,贤者之石,毒芹,毒液注射,倒刺利爪,毒液,毒蜥,真菌孢子
  19. RR=199 anchor_m=152 Swiss=8 | 水蛭,翡翠,贤者之石,倒刺利爪,毒液,曲颈甑,真菌孢子,毒液注射
  20. RR=173 anchor_m=172 Swiss=8 | 翡翠,颠茄,贤者之石,毒液注射,倒刺利爪,毒液,水蛭,真菌孢子

[GDF] seeds: 贪婪渡鸦
[GDF] size=10 top 20
  1. RR=256 anchor_m=196 Swiss=9 | 红宝石,瓶装闪电,香炉,彩虹药水,鳄鱼眼泪,煅烧釜,火焰药水,贪婪渡鸦
  2. RR=247 anchor_m=221 Swiss=8 | 鳄鱼眼泪,彩虹药水,红宝石,香炉,瓶装闪电,贤者之石,煅烧釜,贪婪渡鸦
  3. RR=235 anchor_m=210 Swiss=9 | 鳄鱼眼泪,彩虹药水,瓶装闪电,红宝石,香炉,萤火虫,煅烧釜,贪婪渡鸦
  4. RR=230 anchor_m=211 Swiss=9 | 鳄鱼眼泪,彩虹药水,红宝石,火焰药水,香炉,萤火虫,煅烧釜,贪婪渡鸦
  5. RR=228 anchor_m=213 Swiss=9 | 红宝石,香炉,彩虹药水,鳄鱼眼泪,煅烧釜,火焰药水,塔兹迪亚匕首,贪婪渡鸦
  6. RR=226 anchor_m=210 Swiss=8 | 红宝石,香炉,彩虹药水,鳄鱼眼泪,煅烧釜,火焰药水,碎瓶,贪婪渡鸦
  7. RR=228 anchor_m=205 Swiss=8 | 鳄鱼眼泪,红宝石,香炉,彩虹药水,瓶装闪电,煅烧釜,云精灵,贪婪渡鸦
  8. RR=214 anchor_m=200 Swiss=8 | 碎瓶,鳄鱼眼泪,彩虹药水,红宝石,香炉,瓶装闪电,煅烧釜,贪婪渡鸦
  9. RR=209 anchor_m=206 Swiss=8 | 红宝石,蛇怪之牙,香炉,煅烧釜,鳄鱼眼泪,贪婪渡鸦,瓶装闪电,火焰药水
  10. RR=208 anchor_m=197 Swiss=8 | 红宝石,香炉,煅烧釜,贪婪渡鸦,瓶装闪电,地刺陷阱,鳄鱼眼泪,彩虹药水
  11. RR=204 anchor_m=192 Swiss=8 | 红宝石,香炉,彩虹药水,煅烧釜,鳄鱼眼泪,贪婪渡鸦,瓶装闪电,硫磺
  12. RR=203 anchor_m=185 Swiss=9 | 红宝石,香炉,彩虹药水,鳄鱼眼泪,煅烧釜,云精灵,火焰药水,贪婪渡鸦
  13. RR=202 anchor_m=183 Swiss=9 | 鳄鱼眼泪,彩虹药水,红宝石,香炉,贤者之石,萤火虫,煅烧釜,贪婪渡鸦
  14. RR=199 anchor_m=189 Swiss=8 | 红宝石,贤者之石,香炉,彩虹药水,煅烧釜,云精灵,鳄鱼眼泪,贪婪渡鸦
  15. RR=196 anchor_m=191 Swiss=8 | 地刺陷阱,红宝石,香炉,煅烧釜,鳄鱼眼泪,贪婪渡鸦,瓶装闪电,火焰药水
  16. RR=187 anchor_m=169 Swiss=8 | 红宝石,香炉,彩虹药水,塔兹迪亚匕首,煅烧釜,瓶装闪电,贪婪渡鸦,鳄鱼眼泪
  17. RR=177 anchor_m=168 Swiss=8 | 红宝石,香炉,彩虹药水,塔兹迪亚匕首,贤者之石,煅烧釜,贪婪渡鸦,鳄鱼眼泪
  18. RR=175 anchor_m=170 Swiss=9 | 红宝石,贤者之石,香炉,煅烧釜,蜡烛,贪婪渡鸦,火焰药水
  19. RR=180 anchor_m=158 Swiss=8 | 鳄鱼眼泪,彩虹药水,红宝石,昏睡药水,香炉,瓶装闪电,煅烧釜,贪婪渡鸦
  20. RR=171 anchor_m=160 Swiss=8 | 红宝石,贤者之石,香炉,硫磺,彩虹药水,煅烧釜,鳄鱼眼泪,贪婪渡鸦

[GDF] seeds: 青苔
[GDF] size=10 top 20
  1. RR=281 anchor_m=189 Swiss=9 | 彩虹药水,煅烧釜,红宝石,火焰药水,瓶装闪电,香炉,蜡烛,青苔
  2. RR=240 anchor_m=193 Swiss=8 | 鳄鱼眼泪,彩虹药水,煅烧釜,红宝石,香炉,蜡烛,青苔,贤者之石
  3. RR=230 anchor_m=210 Swiss=8 | 煅烧釜,红宝石,香炉,火焰药水,塔兹迪亚匕首,瓶装闪电,青苔,蜡烛
  4. RR=217 anchor_m=201 Swiss=9 | 蜡烛,瓶装闪电,煅烧釜,鳄鱼眼泪,红宝石,香炉,火焰药水,青苔
  5. RR=267 anchor_m=99 Swiss=9 | 煅烧釜,碎瓶,红宝石,蜡烛,香炉,彩虹药水,火焰药水,青苔
  6. RR=243 anchor_m=145 Swiss=8 | 蜡烛,瓶装闪电,贤者之石,煅烧釜,红宝石,香炉,火焰药水,青苔
  7. RR=247 anchor_m=135 Swiss=9 | 鳄鱼眼泪,彩虹药水,火焰药水,煅烧釜,红宝石,香炉,蜡烛,青苔
  8. RR=257 anchor_m=109 Swiss=10 | 蜡烛,瓶装闪电,煅烧釜,红宝石,碎瓶,香炉,火焰药水,青苔
  9. RR=200 anchor_m=195 Swiss=8 | 蜡烛,瓶装闪电,煅烧釜,红宝石,香炉,云精灵,火焰药水,青苔
  10. RR=227 anchor_m=139 Swiss=8 | 碎瓶,鳄鱼眼泪,彩虹药水,煅烧釜,红宝石,香炉,蜡烛,青苔
  11. RR=205 anchor_m=177 Swiss=9 | 硫磺,蜡烛,煅烧釜,红宝石,彩虹药水,香炉,火焰药水,青苔
  12. RR=215 anchor_m=151 Swiss=8 | 蜡烛,煅烧釜,云精灵,贤者之石,红宝石,香炉,火焰药水,青苔
  13. RR=232 anchor_m=109 Swiss=9 | 煅烧釜,红宝石,贤者之石,蜡烛,香炉,彩虹药水,火焰药水,青苔
  14. RR=222 anchor_m=109 Swiss=9 | 蜡烛,煅烧釜,云精灵,红宝石,彩虹药水,香炉,火焰药水,青苔
  15. RR=183 anchor_m=179 Swiss=8 | 煅烧釜,红宝石,鳄鱼眼泪,香炉,火焰药水,塔兹迪亚匕首,青苔,蜡烛
  16. RR=226 anchor_m=83 Swiss=9 | 彩虹药水,煅烧釜,鳄鱼眼泪,红宝石,瓶装闪电,香炉,蜡烛,青苔
  17. RR=188 anchor_m=147 Swiss=8 | 彩虹药水,贤者之石,煅烧釜,红宝石,瓶装闪电,香炉,蜡烛,青苔
  18. RR=184 anchor_m=148 Swiss=8 | 彩虹药水,煅烧釜,红宝石,瓶装闪电,香炉,硫磺,蜡烛,青苔
  19. RR=182 anchor_m=122 Swiss=8 | 蜡烛,煅烧釜,贤者之石,红宝石,香炉,火焰药水,塔兹迪亚匕首,青苔
  20. RR=172 anchor_m=117 Swiss=8 | 彩虹药水,煅烧釜,云精灵,红宝石,瓶装闪电,香炉,蜡烛,青苔

[GDF] seeds: 颠茄
[GDF] size=10 top 20
  1. RR=294 anchor_m=290 Swiss=10 | 翡翠,真菌孢子,贤者之石,水蛭,倒刺利爪,毒液,毒液注射,颠茄
  2. RR=280 anchor_m=280 Swiss=9 | 翡翠,毒蜥,真菌孢子,贤者之石,毒液,毒液注射,水蛭,颠茄
  3. RR=249 anchor_m=248 Swiss=8 | 翡翠,真菌孢子,毒芹,贤者之石,毒液,毒液注射,水蛭,颠茄
  4. RR=249 anchor_m=245 Swiss=9 | 贤者之石,毒液注射,翡翠,颠茄,腐朽圣像,真菌孢子,笔与墨,毒液
  5. RR=233 anchor_m=232 Swiss=8 | 曲颈甑,毒液注射,水蛭,颠茄,贤者之石,翡翠,真菌孢子
  6. RR=230 anchor_m=229 Swiss=9 | 翡翠,真菌孢子,彩虹药水,贤者之石,毒液,毒液注射,水蛭,颠茄
  7. RR=229 anchor_m=229 Swiss=9 | 贤者之石,毒液注射,翡翠,黑玫瑰,颠茄,云精灵,真菌孢子,笔与墨,毒液
  8. RR=225 anchor_m=224 Swiss=8 | 毒液注射,水蛭,曲颈甑,翡翠,颠茄,真菌孢子,笔与墨
  9. RR=221 anchor_m=220 Swiss=8 | 翡翠,真菌孢子,贤者之石,倒刺利爪,毒液,毒液注射,颠茄,蜡烛
  10. RR=220 anchor_m=220 Swiss=9 | 毒液注射,颠茄,翡翠,曲颈甑,真菌孢子,贤者之石,笔与墨,毒液
  11. RR=220 anchor_m=219 Swiss=8 | 翡翠,真菌孢子,贤者之石,倒刺利爪,毒液,毒液注射,地刺陷阱,颠茄,鳄鱼眼泪
  12. RR=220 anchor_m=218 Swiss=8 | 水蛭,腐朽圣像,毒液注射,翡翠,颠茄,真菌孢子,笔与墨
  13. RR=217 anchor_m=217 Swiss=9 | 翡翠,真菌孢子,贤者之石,曲颈甑,倒刺利爪,毒液,毒液注射,颠茄
  14. RR=206 anchor_m=206 Swiss=9 | 翡翠,真菌孢子,贤者之石,毒液,毒液注射,水蛭,颠茄,云精灵
  15. RR=200 anchor_m=200 Swiss=7 | 翡翠,真菌孢子,贤者之石,倒刺利爪,毒液,剑杖,毒液注射,颠茄
  16. RR=198 anchor_m=198 Swiss=7 | 贤者之石,毒液注射,颠茄,笔与墨,真菌孢子,腐朽圣像,翡翠,黑玫瑰
  17. RR=192 anchor_m=192 Swiss=8 | 颠茄,云精灵,毒液注射,贤者之石,曲颈甑,翡翠,笔与墨,真菌孢子
  18. RR=191 anchor_m=191 Swiss=8 | 翡翠,真菌孢子,贤者之石,倒刺利爪,毒液,毒液注射,腐朽圣像,颠茄
  19. RR=190 anchor_m=190 Swiss=8 | 毒蜥,翡翠,真菌孢子,贤者之石,倒刺利爪,毒液,毒液注射,地刺陷阱,颠茄
  20. RR=184 anchor_m=183 Swiss=9 | 腐朽圣像,贤者之石,颠茄,笔与墨,毒液,毒蜥,真菌孢子,翡翠

[GDF] seeds: 飞蛾粉末
[GDF] size=10 top 20
  1. RR=260 anchor_m=199 Swiss=8 | 飞蛾粉末,煅烧釜,香炉,彩虹药水,火焰药水,蜡烛,萤火虫,红宝石
  2. RR=253 anchor_m=196 Swiss=9 | 飞蛾粉末,煅烧釜,火焰药水,彩虹药水,瓶装闪电,蜡烛,萤火虫,红宝石
  3. RR=238 anchor_m=217 Swiss=9 | 飞蛾粉末,蜡烛,瓶装闪电,香炉,煅烧釜,萤火虫,红宝石,火焰药水
  4. RR=230 anchor_m=203 Swiss=8 | 飞蛾粉末,煅烧釜,火焰药水,彩虹药水,蜡烛,碎瓶,萤火虫,红宝石
  5. RR=234 anchor_m=142 Swiss=9 | 彩虹药水,飞蛾粉末,香炉,瓶装闪电,蜡烛,煅烧釜,萤火虫,红宝石
  6. RR=213 anchor_m=173 Swiss=8 | 飞蛾粉末,萤火虫,煅烧釜,香炉,贤者之石,彩虹药水,红宝石,蜡烛
  7. RR=211 anchor_m=175 Swiss=8 | 蜡烛,火焰药水,飞蛾粉末,煅烧釜,鳄鱼眼泪,彩虹药水,萤火虫,红宝石
  8. RR=186 anchor_m=183 Swiss=8 | 飞蛾粉末,蜡烛,瓶装闪电,煅烧釜,萤火虫,红宝石,火焰药水,碎瓶
  9. RR=195 anchor_m=153 Swiss=8 | 蜡烛,飞蛾粉末,鳄鱼眼泪,萤火虫,彩虹药水,红宝石,煅烧釜,香炉
  10. RR=190 anchor_m=163 Swiss=8 | 红宝石,蜡烛,鳄鱼眼泪,飞蛾粉末,彩虹药水,煅烧釜,贤者之石,萤火虫
  11. RR=174 anchor_m=173 Swiss=8 | 贤者之石,彩虹药水,红宝石,蜡烛,萤火虫,煅烧釜,嗅盐,飞蛾粉末
  12. RR=184 anchor_m=148 Swiss=8 | 飞蛾粉末,火焰药水,贤者之石,香炉,红宝石,蜡烛,煅烧釜,萤火虫
  13. RR=171 anchor_m=171 Swiss=9 | 贤者之石,红宝石,萤火虫,蜡烛,香炉,煅烧釜,嗅盐,飞蛾粉末
  14. RR=168 anchor_m=162 Swiss=8 | 飞蛾粉末,煅烧釜,火焰药水,塔兹迪亚匕首,彩虹药水,蜡烛,萤火虫,红宝石
  15. RR=174 anchor_m=149 Swiss=8 | 飞蛾粉末,煅烧釜,云精灵,香炉,彩虹药水,蜡烛,萤火虫,红宝石
  16. RR=170 anchor_m=152 Swiss=8 | 彩虹药水,飞蛾粉末,瓶装闪电,蜡烛,煅烧釜,萤火虫,碎瓶,红宝石
  17. RR=176 anchor_m=137 Swiss=9 | 飞蛾粉末,昏睡药水,煅烧釜,鳄鱼眼泪,彩虹药水,萤火虫,红宝石,蜡烛
  18. RR=176 anchor_m=127 Swiss=9 | 飞蛾粉末,煅烧釜,鳄鱼眼泪,彩虹药水,萤火虫,蜡烛,瓶装闪电,红宝石
  19. RR=163 anchor_m=144 Swiss=8 | 火焰药水,红宝石,蜡烛,飞蛾粉末,彩虹药水,煅烧釜,贤者之石,萤火虫
  20. RR=182 anchor_m=93 Swiss=8 | 飞蛾粉末,煅烧釜,蛇怪之牙,火焰药水,彩虹药水,蜡烛,萤火虫,红宝石

[GDF] seeds: 香炉
[GDF] size=10 top 20
  1. RR=288 anchor_m=259 Swiss=10 | 红宝石,瓶装闪电,煅烧釜,碎瓶,彩虹药水,香炉,火焰药水,蜡烛
  2. RR=262 anchor_m=260 Swiss=9 | 煅烧釜,彩虹药水,蜡烛,香炉,红宝石,火焰药水,瓶装闪电,贤者之石
  3. RR=260 anchor_m=260 Swiss=8 | 煅烧釜,碎瓶,蜡烛,香炉,红宝石,火焰药水,瓶装闪电,贤者之石
  4. RR=261 anchor_m=243 Swiss=9 | 红宝石,瓶装闪电,煅烧釜,云精灵,彩虹药水,香炉,火焰药水,蜡烛
  5. RR=253 anchor_m=236 Swiss=8 | 火焰药水,煅烧釜,云精灵,蜡烛,彩虹药水,香炉,红宝石,碎瓶
  6. RR=246 anchor_m=245 Swiss=9 | 火焰药水,煅烧釜,云精灵,蜡烛,瓶装闪电,香炉,红宝石,碎瓶
  7. RR=236 anchor_m=234 Swiss=9 | 贤者之石,火焰药水,碎瓶,煅烧釜,香炉,蜡烛,彩虹药水,红宝石
  8. RR=225 anchor_m=220 Swiss=8 | 红宝石,瓶装闪电,拆信刀,煅烧釜,彩虹药水,香炉,火焰药水,蜡烛
  9. RR=221 anchor_m=217 Swiss=8 | 红宝石,瓶装闪电,煅烧釜,彩虹药水,香炉,火焰药水,塔兹迪亚匕首,蜡烛
  10. RR=221 anchor_m=214 Swiss=9 | 手术刀,红宝石,瓶装闪电,煅烧釜,彩虹药水,香炉,火焰药水,蜡烛
  11. RR=209 anchor_m=207 Swiss=9 | 火焰药水,煅烧釜,香炉,蜡烛,彩虹药水,贤者之石,鳄鱼眼泪,红宝石
  12. RR=199 anchor_m=192 Swiss=9 | 红宝石,硫磺,瓶装闪电,煅烧釜,彩虹药水,香炉,火焰药水,蜡烛
  13. RR=193 anchor_m=185 Swiss=8 | 红宝石,瓶装闪电,煅烧釜,彩虹药水,香炉,火焰药水,萤火虫,蜡烛
  14. RR=185 anchor_m=184 Swiss=9 | 贤者之石,火焰药水,煅烧釜,云精灵,香炉,蜡烛,彩虹药水,红宝石
  15. RR=183 anchor_m=175 Swiss=8 | 红宝石,昏睡药水,瓶装闪电,煅烧釜,彩虹药水,香炉,火焰药水,蜡烛
  16. RR=179 anchor_m=176 Swiss=8 | 红宝石,瓶装闪电,煅烧釜,彩虹药水,香炉,火焰药水,剧毒药水,蜡烛
  17. RR=173 anchor_m=172 Swiss=8 | 火焰药水,塔兹迪亚匕首,煅烧釜,云精灵,蜡烛,瓶装闪电,香炉,红宝石
  18. RR=172 anchor_m=172 Swiss=8 | 贤者之石,煅烧釜,云精灵,香炉,蜡烛,彩虹药水,红宝石,鳄鱼眼泪
  19. RR=167 anchor_m=166 Swiss=9 | 红宝石,瓶装闪电,煅烧釜,再生药水,彩虹药水,香炉,火焰药水,蜡烛
  20. RR=165 anchor_m=165 Swiss=8 | 煅烧釜,蜡烛,香炉,红宝石,硫磺,火焰药水,瓶装闪电,贤者之石

[GDF] seeds: 魔法飞毯
[GDF] size=10 top 20
  1. RR=272 anchor_m=145 Swiss=9 | 火焰药水,彩虹药水,红宝石,煅烧釜,香炉,瓶装闪电,魔法飞毯,鳄鱼眼泪
  2. RR=254 anchor_m=216 Swiss=9 | 鳄鱼眼泪,彩虹药水,红宝石,瓶装闪电,煅烧釜,云精灵,香炉,魔法飞毯
  3. RR=248 anchor_m=228 Swiss=9 | 瓶装闪电,彩虹药水,红宝石,鳄鱼眼泪,煅烧釜,硫磺,香炉,魔法飞毯
  4. RR=253 anchor_m=218 Swiss=9 | 鳄鱼眼泪,彩虹药水,红宝石,煅烧釜,香炉,魔法飞毯,瓶装闪电,塔兹迪亚匕首
  5. RR=244 anchor_m=231 Swiss=9 | 地刺陷阱,鳄鱼眼泪,彩虹药水,红宝石,煅烧釜,香炉,魔法飞毯,瓶装闪电
  6. RR=242 anchor_m=214 Swiss=9 | 鳄鱼眼泪,彩虹药水,红宝石,煅烧釜,香炉,魔法飞毯,瓶装闪电,碎瓶
  7. RR=249 anchor_m=197 Swiss=9 | 鳄鱼眼泪,红宝石,煅烧釜,萤火虫,彩虹药水,香炉,瓶装闪电,魔法飞毯
  8. RR=238 anchor_m=204 Swiss=8 | 彩虹药水,红宝石,贤者之石,瓶装闪电,煅烧釜,香炉,鳄鱼眼泪,魔法飞毯
  9. RR=223 anchor_m=220 Swiss=8 | 鳄鱼眼泪,红宝石,地刺陷阱,煅烧釜,火焰药水,香炉,瓶装闪电,魔法飞毯
  10. RR=212 anchor_m=204 Swiss=8 | 鳄鱼眼泪,手术刀,彩虹药水,红宝石,煅烧釜,香炉,魔法飞毯,瓶装闪电
  11. RR=210 anchor_m=203 Swiss=8 | 鳄鱼眼泪,彩虹药水,红宝石,煅烧釜,香炉,魔法飞毯,拆信刀,瓶装闪电
  12. RR=220 anchor_m=174 Swiss=8 | 鳄鱼眼泪,火焰药水,彩虹药水,萤火虫,红宝石,煅烧釜,香炉,魔法飞毯
  13. RR=210 anchor_m=182 Swiss=9 | 鳄鱼眼泪,彩虹药水,火焰药水,碎瓶,红宝石,煅烧釜,香炉,魔法飞毯
  14. RR=197 anchor_m=189 Swiss=8 | 鳄鱼眼泪,彩虹药水,拆信刀,火焰药水,红宝石,煅烧釜,香炉,魔法飞毯
  15. RR=193 anchor_m=190 Swiss=8 | 瓶装闪电,塔兹迪亚匕首,红宝石,地刺陷阱,煅烧釜,香炉,魔法飞毯,鳄鱼眼泪
  16. RR=192 anchor_m=184 Swiss=8 | 倒刺利爪,鳄鱼眼泪,彩虹药水,红宝石,煅烧釜,香炉,魔法飞毯,瓶装闪电
  17. RR=188 anchor_m=183 Swiss=8 | 鳄鱼眼泪,碎瓶,红宝石,煅烧釜,火焰药水,香炉,瓶装闪电,魔法飞毯
  18. RR=193 anchor_m=169 Swiss=8 | 鳄鱼眼泪,彩虹药水,红宝石,煅烧釜,香炉,魔法飞毯,昏睡药水,瓶装闪电
  19. RR=190 anchor_m=152 Swiss=8 | 鳄鱼眼泪,彩虹药水,火焰药水,贤者之石,红宝石,煅烧釜,香炉,魔法飞毯
  20. RR=174 anchor_m=173 Swiss=8 | 鳄鱼眼泪,彩虹药水,红宝石,煅烧釜,香炉,魔法飞毯,瓶装闪电,剧毒药水

[GDF] seeds: 鳄鱼眼泪
[GDF] size=10 top 20
  1. RR=275 anchor_m=217 Swiss=10 | 昏睡药水,火焰药水,彩虹药水,煅烧釜,蜡烛,香炉,鳄鱼眼泪,红宝石
  2. RR=230 anchor_m=220 Swiss=8 | 彩虹药水,火焰药水,瓶装闪电,昏睡药水,塔兹迪亚匕首,煅烧釜,香炉,鳄鱼眼泪,红宝石
  3. RR=224 anchor_m=201 Swiss=9 | 瓶装闪电,红宝石,煅烧釜,彩虹药水,火焰药水,昏睡药水,香炉,鳄鱼眼泪,萤火虫
  4. RR=235 anchor_m=178 Swiss=9 | 彩虹药水,萤火虫,瓶装闪电,昏睡药水,塔兹迪亚匕首,煅烧釜,香炉,鳄鱼眼泪,红宝石
  5. RR=232 anchor_m=183 Swiss=9 | 彩虹药水,煅烧釜,昏睡药水,香炉,鳄鱼眼泪,红宝石,蜡烛,瓶装闪电
