# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=8 top 20
  1. RR=262 anchor_m=174 Swiss=9 | 手斧,左轮手枪,靴里剑,三花,鲨齿爪,葡萄弹,舱底蠕虫
  20. RR=184 anchor_m=40 Swiss=8 | 鱼饵,淬锋钢,飞鱼,手斧,左轮手枪,弹簧刀,马龙鱼

[GDF] seeds: 鲨齿爪
[GDF] size=8 top 20
  1. RR=268 anchor_m=268 Swiss=9 | 手斧,鲨齿爪,弹簧刀,武士刀,刺刀,靴里剑
  2. RR=263 anchor_m=263 Swiss=10 | 手斧,鲨齿爪,弹簧刀,武士刀,刺刀,舱底蠕虫
  3. RR=250 anchor_m=250 Swiss=8 | 鲨齿爪,手斧,左轮手枪,弹簧刀,武士刀,刺刀
  4. RR=249 anchor_m=249 Swiss=9 | 手斧,流星索,鲨齿爪,弹簧刀,武士刀,刺刀
  5. RR=239 anchor_m=239 Swiss=9 | 狼筅,靴里剑,舱底蠕虫,鲨齿爪,手斧,迷你弯刀
  6. RR=229 anchor_m=229 Swiss=8 | 手斧,独角鲸,弹簧刀,武士刀,刺刀,鲨齿爪
  7. RR=227 anchor_m=227 Swiss=8 | 舱底蠕虫,鲨齿爪,淬锋钢,靴里剑,手斧,独角鲸,刺刀
  8. RR=219 anchor_m=219 Swiss=8 | 抓钩,手斧,鲨齿爪,弹簧刀,武士刀,刺刀
  9. RR=217 anchor_m=217 Swiss=9 | 靴里剑,手斧,鲨齿爪,淬锋钢,飞鱼,马龙鱼
  10. RR=216 anchor_m=216 Swiss=8 | 鲨齿爪,迷你弯刀,弹簧刀,武士刀,手斧,流星索
  11. RR=211 anchor_m=211 Swiss=9 | 珊瑚,手斧,鲨齿爪,弹簧刀,武士刀,刺刀
  12. RR=211 anchor_m=211 Swiss=8 | 手斧,鲨齿爪,迷你弯刀,弹簧刀,武士刀,刺刀
  13. RR=205 anchor_m=205 Swiss=9 | 舱底蠕虫,鲨齿爪,淬锋钢,手斧,飞鱼,马龙鱼
  14. RR=203 anchor_m=203 Swiss=8 | 手斧,靴里剑,独角鲸,弹簧刀,武士刀,鲨齿爪
  15. RR=198 anchor_m=198 Swiss=8 | 鲨齿爪,手斧,弹簧刀,武士刀,刺刀,淬锋钢
  16. RR=197 anchor_m=197 Swiss=9 | 靴里剑,流星索,手斧,鲨齿爪,淬锋钢,马龙鱼
  17. RR=186 anchor_m=186 Swiss=8 | 鲨齿爪,靴里剑,手斧,淬锋钢,弹簧刀,马龙鱼
  18. RR=184 anchor_m=184 Swiss=9 | 鲨齿爪,手斧,淬锋钢,飞鱼,弹簧刀,马龙鱼
  19. RR=177 anchor_m=177 Swiss=8 | 舱底蠕虫,鲨齿爪,淬锋钢,手斧,弹簧刀,独角鲸,刺刀
  20. RR=176 anchor_m=176 Swiss=8 | 鲨齿爪,靴里剑,迷你弯刀,弹簧刀,武士刀,手斧

[GDF] seeds: 鹦鹉皮特
[GDF] size=8 top 20
  1. RR=252 anchor_m=238 Swiss=7 | 水草,燃烧响炮,流星索,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  2. RR=251 anchor_m=240 Swiss=8 | 燃烧响炮,珊瑚,流星索,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  3. RR=251 anchor_m=216 Swiss=8 | 燃烧响炮,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机,珊瑚,水草
  4. RR=249 anchor_m=206 Swiss=9 | 燃烧响炮,水草,海螺壳,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  5. RR=219 anchor_m=219 Swiss=9 | 燃烧响炮,葡萄弹,流星索,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  6. RR=216 anchor_m=215 Swiss=10 | 燃烧响炮,海螺壳,流星索,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  7. RR=217 anchor_m=199 Swiss=9 | 燃烧响炮,珊瑚,海螺壳,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  8. RR=195 anchor_m=195 Swiss=8 | 燃烧响炮,流星索,手斧,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  9. RR=242 anchor_m=81 Swiss=9 | 海螺壳,鹦鹉皮特,雪怪蟹,毒须鲶,绵鳚,水草,珊瑚,珍珠
  10. RR=220 anchor_m=123 Swiss=9 | 海螺壳,鹦鹉皮特,迷幻蝠鲼,雪怪蟹,毒须鲶,绵鳚,水草,珊瑚
  11. RR=188 anchor_m=181 Swiss=9 | 珍珠,水草,燃烧响炮,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  12. RR=197 anchor_m=160 Swiss=8 | 珊瑚,流星索,皮皮虾,鹦鹉皮特,迷幻蝠鲼,绵鳚,水草,打火机
  13. RR=189 anchor_m=171 Swiss=8 | 火炮,燃烧响炮,流星索,皮皮虾,鹦鹉皮特,绵鳚,打火机
  14. RR=176 anchor_m=176 Swiss=8 | 靴里剑,燃烧响炮,流星索,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  15. RR=176 anchor_m=175 Swiss=9 | 燃烧响炮,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机,抓钩,珊瑚
  16. RR=174 anchor_m=174 Swiss=8 | 迷幻蝠鲼,鹦鹉皮特,绵鳚,海底热泉,打火机,燃烧响炮,水草
  17. RR=174 anchor_m=169 Swiss=8 | 燃烧响炮,流星索,抓钩,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  18. RR=189 anchor_m=133 Swiss=9 | 海螺壳,皮皮虾,珍珠,鹦鹉皮特,迷幻蝠鲼,毒须鲶,绵鳚,水草
  19. RR=220 anchor_m=70 Swiss=8 | 海螺壳,鹦鹉皮特,雪怪蟹,毒须鲶,绵鳚,水草,珊瑚,鱼饵
  20. RR=166 anchor_m=166 Swiss=8 | 皮皮虾,鹦鹉皮特,绵鳚,海底热泉,打火机,珊瑚,燃烧响炮

[GDF] seeds: 龙涎香
[GDF] size=8 top 20
  1. RR=259 anchor_m=83 Swiss=9 | 水草,龙涎香,马龙鱼,绵鳚,淬锋钢,飞鱼,海螺壳
  2. RR=250 anchor_m=43 Swiss=9 | 龙涎香,马龙鱼,绵鳚,鲨齿爪,舱底蠕虫,淬锋钢
  3. RR=220 anchor_m=54 Swiss=9 | 水草,龙涎香,手斧,淬锋钢,飞鱼,弹簧刀,马龙鱼
  4. RR=214 anchor_m=61 Swiss=8 | 海螺壳,龙涎香,马龙鱼,绵鳚,淬锋钢,手斧,飞鱼
  5. RR=212 anchor_m=56 Swiss=8 | 水草,珊瑚,龙涎香,淬锋钢,飞鱼,弹簧刀,马龙鱼
  6. RR=199 anchor_m=76 Swiss=8 | 水草,海螺壳,龙涎香,淬锋钢,飞鱼,弹簧刀,马龙鱼
  7. RR=207 anchor_m=57 Swiss=10 | 龙涎香,水草,马龙鱼,绵鳚,鲨齿爪,淬锋钢
  8. RR=213 anchor_m=35 Swiss=8 | 龙涎香,水草,珊瑚,马龙鱼,绵鳚,淬锋钢,飞鱼
  9. RR=203 anchor_m=55 Swiss=8 | 龙涎香,马龙鱼,绵鳚,淬锋钢,手斧,飞鱼,打火机
  10. RR=215 anchor_m=29 Swiss=8 | 舱底蠕虫,鲨齿爪,龙涎香,飞鱼,淬锋钢,马龙鱼
  11. RR=210 anchor_m=35 Swiss=8 | 龙涎香,燃烧响炮,马龙鱼,绵鳚,鲨齿爪,淬锋钢
  12. RR=203 anchor_m=41 Swiss=7 | 龙涎香,马龙鱼,绵鳚,鲨齿爪,淬锋钢,打火机
  13. RR=174 anchor_m=99 Swiss=8 | 水草,龙涎香,马龙鱼,绵鳚,淬锋钢,独角鲸,海螺壳
  14. RR=203 anchor_m=24 Swiss=9 | 珊瑚,龙涎香,马龙鱼,绵鳚,淬锋钢,手斧,飞鱼
  15. RR=202 anchor_m=25 Swiss=9 | 舱底蠕虫,手斧,龙涎香,飞鱼,弹簧刀,马龙鱼,淬锋钢
  16. RR=190 anchor_m=37 Swiss=8 | 龙涎香,马龙鱼,绵鳚,淬锋钢,手斧,靴里剑,飞鱼
  17. RR=186 anchor_m=44 Swiss=9 | 龙涎香,马龙鱼,鲨齿爪,绵鳚,淬锋钢,飞鱼
  18. RR=181 anchor_m=54 Swiss=9 | 龙涎香,海螺壳,马龙鱼,绵鳚,鲨齿爪,淬锋钢
  19. RR=180 anchor_m=34 Swiss=9 | 龙涎香,马龙鱼,绵鳚,鲨齿爪,左轮手枪,淬锋钢
  20. RR=169 anchor_m=56 Swiss=9 | 珊瑚,龙涎香,马龙鱼,绵鳚,淬锋钢,海螺壳,飞鱼
